4f66A1.pdb1	4f66B1.pdb1
3vfvC1.pdb1	3vfvA1.pdb1
3tdsB1.pdb1	3tdsE1.pdb1
3td9A2.pdb1	3td9A1.pdb1
3tdgA2.pdb1	3tdgA1.pdb1
3tdiD1.pdb1	3tdiA1.pdb1
5td8B1.pdb1	5td8E1.pdb1
5tcsC1.pdb1	5tcsB1.pdb1
5td8B1.pdb1	5td8D1.pdb1
5tcsA1.pdb1	5tcsB1.pdb1
5td8E1.pdb1	5td8C1.pdb1
5td8E1.pdb1	5td8A1.pdb1
5tcsC1.pdb1	5tcsA1.pdb1
5tcsA1.pdb1	5tcsD1.pdb1
5td6B1.pdb1	5td6A1.pdb1
5tdyC2.pdb4	5tdyD2.pdb4
5tdyC2.pdb3	5tdyA1.pdb3
5tdyD2.pdb3	5tdyB1.pdb3
1tdqA1.pdb1	1tdqB1.pdb1
3tdqB1.pdb1	3tdqA1.pdb1
4zv0B1.pdb1	4zv0A1.pdb1
2zvdA1.pdb1	2zvdC1.pdb1
4zv4A1.pdb1	4zv4C1.pdb1
1zvpD1.pdb1	1zvpA1.pdb1
4zvcA1.pdb1	4zvcB1.pdb1
1zvzA1.pdb1	1zvzB1.pdb1
6cs2A1.pdb1	6cs2B1.pdb1
2zvkC1.pdb1	2zvkW1.pdb1
4zvaB1.pdb1	4zvaA1.pdb1
5zvmB1.pdb1	5zvmb1.pdb1
2zvoD1.pdb1	2zvoA1.pdb1
2zvcA1.pdb1	2zvcA2.pdb1
2zvmA1.pdb1	2zvmU1.pdb1
3kwsA1.pdb1	3kwsB1.pdb1
1zvoC1.pdb1	1zvoD1.pdb1
3zv0D1.pdb1	3zv0C1.pdb1
1zv1B1.pdb1	1zv1A1.pdb1
5zvs21.pdb1	5zvs41.pdb1
5zvs21.pdb1	5zvsC1.pdb1
5zvsD1.pdb1	5zvsC1.pdb1
5zvs41.pdb1	5zvsA1.pdb1
1mvnA2.pdb1	1mvnA1.pdb1
2qzgB1.pdb2	2qzgD1.pdb2
6qztC4.pdb1	6qztC3.pdb1
4kr0B2.pdb1	4kr0A2.pdb1
3c1oA2.pdb2	3c1oA1.pdb2
1qz7A1.pdb1	1qz7B1.pdb1
5wo2B1.pdb1	5wo2A1.pdb1
4mxeA1.pdb2	4mxeA2.pdb2
5t5iK1.pdb1	5t5iI1.pdb1
5t5iI1.pdb1	5t5iN1.pdb1
5t5iI1.pdb1	5t5iJ1.pdb1
5t5iI1.pdb1	5t5iP1.pdb1
5t5iK1.pdb1	5t5iL1.pdb1
5t5iK1.pdb1	5t5iJ1.pdb1
5t5iC1.pdb1	5t5iN1.pdb1
5t5iJ1.pdb1	5t5iN1.pdb1
5t5iN1.pdb1	5t5iF1.pdb1
5t5iG1.pdb1	5t5iF1.pdb1
5t5iJ1.pdb1	5t5iL1.pdb1
5t5iG1.pdb1	5t5iD1.pdb1
5t5iG1.pdb1	5t5iB1.pdb1
1t5zB1.pdb1	1t5zA1.pdb1
3c24A1.pdb1	3c24B1.pdb1
1t5wE1.pdb2	1t5wF1.pdb2
1t5wD1.pdb2	1t5wF1.pdb2
3t5vC1.pdb1	3t5vA1.pdb1
3t5xA1.pdb1	3t5xB1.pdb1
5t5sA2.pdb1	5t5sA1.pdb1
5t59C1.pdb1	5t59B1.pdb1
5t59C1.pdb1	5t59A1.pdb1
5t51A1.pdb1	5t51B1.pdb1
5t5iD1.pdb1	5t5iL1.pdb1
2ypvH1.pdb1	2ypvA1.pdb1
6h2yD1.pdb1	6h2yL1.pdb1
1vp8A1.pdb1	1vp8A5.pdb1
3og6B1.pdb1	3og6A1.pdb1
5t5wA1.pdb1	5t5wB1.pdb1
4rdqE1.pdb1	4rdqF1.pdb1
4rdqB1.pdb1	4rdqI1.pdb1
1ltaE1.pdb1	1ltaC1.pdb1
3s51D1.pdb6	3s51C1.pdb6
3s5tA1.pdb1	3s5tA2.pdb1
6oqqA1.pdb1	6oqqB1.pdb1
5kz5J1.pdb1	5kz5K1.pdb1
3a76A1.pdb1	3a76B1.pdb1
3s5rA1.pdb1	3s5rB1.pdb1
3n00B1.pdb2	3n00A1.pdb2
1n0eE1.pdb1	1n0eF1.pdb1
2n0yB1.pdb1	2n0yA1.pdb1
3nrtE1.pdb3	3nrtF1.pdb3
4n0rA1.pdb1	4n0rB1.pdb1
4n0yH1.pdb1	4n0yA1.pdb1
4n0yL1.pdb1	4n0yA1.pdb1
4n0hB1.pdb1	4n0hF1.pdb1
4n0hF1.pdb1	4n0hA1.pdb1
1n0wB1.pdb1	1n0wA1.pdb1
2n0sB1.pdb1	2n0sA1.pdb1
5k0aC1.pdb2	5k0aD1.pdb2
4n04A1.pdb3	4n04B1.pdb3
1n0xL1.pdb1	1n0xP1.pdb1
1n0xR1.pdb1	1n0xP1.pdb1
5n07A2.pdb1	5n07A1.pdb1
1xmvA6.pdb1	1xmvA1.pdb1
1n0lA1.pdb1	1n0lB1.pdb1
2n01B1.pdb1	2n01A1.pdb1
3n00B2.pdb1	3n00B1.pdb1
4n06A1.pdb1	4n06B1.pdb1
5n06B1.pdb1	5n06A1.pdb1
1cmxB1.pdb1	1cmxA1.pdb1
1ifpA33.pdb1	1ifpA27.pdb1
3if0X2.pdb1	3if0X1.pdb1
2ifoA30.pdb1	2ifoA24.pdb1
2imzA1.pdb1	2imzB1.pdb1
3if4B1.pdb2	3if4D1.pdb2
3ifqC1.pdb2	3ifqA1.pdb2
2pkdD1.pdb3	2pkdF1.pdb3
2z6hA4.pdb2	2z6hA2.pdb2
3if8A1.pdb1	3if8B1.pdb1
5ifsA1.pdb1	5ifsB1.pdb1
6en4B1.pdb1	6en4C1.pdb1
6en4A1.pdb1	6en4C1.pdb1
6en4D1.pdb1	6en4C1.pdb1
6en4A1.pdb1	6en4D1.pdb1
6ifbA1.pdb1	6ifbB1.pdb1
6if6A1.pdb1	6if6A2.pdb1
6if2B1.pdb1	6if2A1.pdb1
3ifuA2.pdb1	3ifuA1.pdb1
4ifqA2.pdb2	4ifqA1.pdb2
1wwwY1.pdb1	1wwwV1.pdb1
2fluX1.pdb1	2fluP1.pdb1
4jhgA2.pdb1	4jhgA1.pdb1
5if3B1.pdb1	5if3A1.pdb1
4kxqB1.pdb1	4kxqA1.pdb1
3lehA2.pdb1	3lehA1.pdb1
2le8A1.pdb1	2le8B1.pdb1
3lefA1.pdb1	3lefA2.pdb1
5ma4B1.pdb1	5ma4A1.pdb1
5fioA1.pdb1	5fioB1.pdb1
3lecA2.pdb2	3lecA1.pdb2
2le9D1.pdb1	2le9C1.pdb1
5lemB1.pdb1	5lemA1.pdb1
3levH1.pdb1	3levA1.pdb1
3levL1.pdb1	3levA1.pdb1
5lefA1.pdb1	5lefD1.pdb1
5lefD1.pdb1	5lefC1.pdb1
4mi8D2.pdb3	4mi8B2.pdb3
3bl2B2.pdb3	3bl2A1.pdb3
4mhxB1.pdb1	4mhxA1.pdb1
3milB1.pdb1	3milA1.pdb1
6frgA2.pdb1	6frgA1.pdb1
3h3aA1.pdb1	3h3aB1.pdb1
6mitF1.pdb1	6mitC1.pdb1
6mitG1.pdb1	6mitC1.pdb1
4misA1.pdb1	4misB1.pdb1
1miuB2.pdb2	1miuA2.pdb2
1miuA1.pdb2	1miuA4.pdb2
4mitA1.pdb1	4mitE1.pdb1
1mi1A1.pdb1	1mi1B1.pdb1
6mibB1.pdb1	6mibA1.pdb1
4wesD1.pdb1	4wesC1.pdb1
6micA3.pdb1	6micA1.pdb1
4wx3A1.pdb1	4wx3D1.pdb1
3wxfB1.pdb1	3wxfA1.pdb1
3wxxF1.pdb3	3wxxE1.pdb3
4wxmD1.pdb2	4wxmC1.pdb2
5wx8D1.pdb2	5wx8C1.pdb2
4piqA1.pdb1	4piqB1.pdb1
4wxaB1.pdb3	4wxaE1.pdb3
2wx4A1.pdb1	2wx4B1.pdb1
2issD1.pdb1	2issA1.pdb1
3a9jB1.pdb1	3a9jC1.pdb1
3wxaC1.pdb1	3wxaA1.pdb1
3wx4A2.pdb1	3wx4A1.pdb1
2wx3B1.pdb1	2wx3A1.pdb1
5wxmA1.pdb1	5wxmB1.pdb1
5wxmA1.pdb1	5wxmU1.pdb1
5wxmV1.pdb1	5wxmU1.pdb1
5wwuA1.pdb1	5wwuE1.pdb1
3wx6A1.pdb1	3wx6B1.pdb1
5odrJ1.pdb1	5odrB1.pdb1
5odqI1.pdb1	5odqH1.pdb1
5odqA1.pdb1	5odqH1.pdb1
5odqJ1.pdb1	5odqK1.pdb1
5odqG1.pdb1	5odqK1.pdb1
5odhD1.pdb1	5odhF1.pdb1
5odqJ1.pdb1	5odqG1.pdb1
5odcC1.pdb1	5odcI1.pdb1
5odqI1.pdb1	5odqG1.pdb1
5odrA1.pdb1	5odrG1.pdb1
2gboA2.pdb2	2gboB2.pdb2
2od0B1.pdb1	2od0A1.pdb1
2od5A1.pdb2	2od5A3.pdb2
3od9A1.pdb1	3od9B1.pdb1
3odmG1.pdb6	3odmF1.pdb6
5odtB1.pdb1	5odtA1.pdb1
4odmD1.pdb4	4odmK1.pdb4
4toiA2.pdb1	4toiA1.pdb1
5odrJ1.pdb1	5odrC1.pdb1
5odwB1.pdb2	5odwD1.pdb2
5od9A1.pdb1	5od9B1.pdb1
6od1B1.pdb1	6od1A1.pdb1
5odsH1.pdb4	5odsD1.pdb4
2odkB2.pdb3	2odkA2.pdb3
2odfF1.pdb2	2odfB1.pdb2
4od8D1.pdb1	4od8B1.pdb1
2odaB1.pdb1	2odaA1.pdb1
2od6C1.pdb2	2od6D1.pdb2
2nr9A1.pdb2	2nr9A2.pdb2
5odqF1.pdb1	5odqH1.pdb1
5odqE1.pdb1	5odqH1.pdb1
5odqH1.pdb1	5odqB1.pdb1
2od4B1.pdb1	2od4A1.pdb1
5upkC1.pdb1	5upkA1.pdb1
2odbB1.pdb2	2odbB2.pdb2
6odmC1.pdb1	6odmB1.pdb1
6odmO1.pdb1	6odmG1.pdb1
6odmO1.pdb1	6odmB1.pdb1
6odm71.pdb1	6odmS1.pdb1
6odmT1.pdb1	6odmF1.pdb1
6odmT1.pdb1	6odmD1.pdb1
6odmL1.pdb1	6odmP1.pdb1
6odmA1.pdb1	6odmH1.pdb1
6odmA1.pdb1	6odmD1.pdb1
6odmH1.pdb1	6odmG1.pdb1
6odmC1.pdb1	6odm51.pdb1
6odmD1.pdb1	6odmG1.pdb1
6odm61.pdb1	6odmC1.pdb1
6odmC1.pdb1	6odmK1.pdb1
6odmG1.pdb1	6odmK1.pdb1
3tjeF1.pdb1	3tjeH1.pdb1
5cskB1.pdb1	5cskA1.pdb1
4odbE1.pdb1	4odbB1.pdb1
2od8A2.pdb1	2od8B2.pdb1
3rpjA1.pdb2	3rpjB2.pdb2
1q1sC1.pdb1	1q1sB1.pdb1
2q1kA1.pdb1	2q1kB1.pdb1
3q15B2.pdb2	3q15D2.pdb2
2j5gJ1.pdb2	2j5gL1.pdb2
3q1jA2.pdb1	3q1jA1.pdb1
3nd0A1.pdb1	3nd0B1.pdb1
3q1sH1.pdb1	3q1sI1.pdb1
3q1sL1.pdb1	3q1sI1.pdb1
5vyqA1.pdb1	5vyqB1.pdb1
3q1dA2.pdb1	3q1dA1.pdb1
4n58B2.pdb4	4n58B1.pdb4
5awfE1.pdb2	5awfF1.pdb2
5awfE1.pdb2	5awfG1.pdb2
6gbhC1.pdb2	6gbhD1.pdb2
2awnC1.pdb2	2awnD1.pdb2
2aw2X2.pdb3	2aw2Y2.pdb3
4aw6D1.pdb6	4aw6E1.pdb6
5aweA3.pdb1	5aweA2.pdb1
5awwG1.pdb1	5awwY1.pdb1
4awxA1.pdb1	4awxB1.pdb1
6fc3B1.pdb1	6fc3A1.pdb1
6fc1D1.pdb2	6fc1C1.pdb2
2fcjB1.pdb4	2fcjC2.pdb4
1fc3C1.pdb1	1fc3A1.pdb1
1fcgA2.pdb1	1fcgA1.pdb1
6fgoB1.pdb2	6fgoF1.pdb2
2fcaB1.pdb1	2fcaA1.pdb1
5lt5A1.pdb1	5lt5B1.pdb1
5fc8C1.pdb1	5fc8E1.pdb1
6fc0B1.pdb1	6fc0A1.pdb1
3fcmA1.pdb1	3fcmB2.pdb1
5fcuG1.pdb1	5fcuH1.pdb1
5fcuG1.pdb1	5fcuL1.pdb1
5fcmB1.pdb1	5fcmA1.pdb1
2fcwB1.pdb1	2fcwA1.pdb1
3fcdA1.pdb1	3fcdB1.pdb1
5fcnB1.pdb1	5fcnA1.pdb1
3mkhB1.pdb1	3mkhC1.pdb1
3fcnA1.pdb1	3fcnA2.pdb1
6hbeC1.pdb1	6hbeA1.pdb1
4c2eB1.pdb1	4c2eA1.pdb1
6fczH1.pdb1	6fczB1.pdb1
3fcgB1.pdb1	3fcgA1.pdb1
2fcwA1.pdb2	2fcwA2.pdb2
6fcgD1.pdb1	6fcgC1.pdb1
2bcjQ1.pdb1	2bcjA1.pdb1
1bcpC1.pdb1	1bcpE1.pdb1
1bcpC1.pdb1	1bcpA1.pdb1
1bcpC1.pdb1	1bcpB1.pdb1
1bcpD1.pdb1	1bcpE1.pdb1
1bcpE1.pdb1	1bcpA1.pdb1
1bcpE1.pdb1	1bcpF1.pdb1
1bcpA1.pdb1	1bcpF1.pdb1
1bcpF1.pdb1	1bcpB1.pdb1
1bcgA2.pdb1	1bcgA1.pdb1
1bcmA1.pdb1	1bcmB1.pdb1
2bcwA1.pdb1	2bcwB1.pdb1
2bcwB1.pdb1	2bcwC1.pdb1
3bc1A1.pdb1	3bc1B1.pdb1
3bcwA1.pdb1	3bcwB1.pdb1
1hdmA2.pdb3	1hdmA1.pdb3
2bcxA1.pdb1	2bcxB1.pdb1
6bc1C1.pdb2	6bc1D1.pdb2
4z5rX1.pdb7	4z5rY1.pdb7
4z5rM1.pdb2	4z5rE1.pdb2
4ypgL1.pdb2	4ypgD1.pdb2
2z5wA2.pdb1	2z5wA3.pdb1
2mwyB1.pdb1	2mwyA1.pdb1
2z5kB1.pdb1	2z5kA1.pdb1
5z5kB1.pdb1	5z5kA1.pdb1
1z5hB4.pdb3	1z5hA1.pdb3
1z5yE1.pdb1	1z5yD1.pdb1
2z5cC1.pdb1	2z5cA1.pdb1
2z5cC1.pdb1	2z5cB1.pdb1
2z5bA1.pdb1	2z5bB1.pdb1
5jzwM1.pdb1	5jzwL1.pdb1
5z5eA1.pdb1	5z5eB1.pdb1
2z5hT1.pdb1	2z5hA1.pdb1
4z5vB1.pdb1	4z5vA1.pdb1
2z51A1.pdb1	2z51A2.pdb1
5z51A1.pdb1	5z51B1.pdb1
5koeB2.pdb6	5koeC1.pdb6
3kp1F1.pdb2	3kp1B1.pdb2
3kojA1.pdb1	3kojB1.pdb1
3kp1B1.pdb6	3kp1D1.pdb6
3kolA1.pdb1	3kolA2.pdb1
5kovB1.pdb1	5kovE1.pdb1
5koaD1.pdb1	5koaB1.pdb1
2oezA1.pdb1	2oezB1.pdb1
3kopB1.pdb1	3kopA1.pdb1
5ko0A1.pdb1	5ko0B1.pdb1
5hb6A2.pdb3	5hb6B1.pdb3
5kovW1.pdb4	5kovS1.pdb4
5kofA1.pdb1	5kofC1.pdb1
3lczD2.pdb1	3lczD3.pdb1
1ou5B1.pdb1	1ou5A1.pdb1
3ourB1.pdb1	3ourA1.pdb1
4kxvA1.pdb1	4kxvA2.pdb1
3ou7C2.pdb3	3ou7B2.pdb3
4ouhB1.pdb1	4ouhA1.pdb1
2ouwB1.pdb1	2ouwA1.pdb1
2ou6A1.pdb1	2ou6A2.pdb1
2ou3A1.pdb1	2ou3B1.pdb1
2oujA1.pdb1	2oujA2.pdb1
4ounA1.pdb1	4ounA2.pdb1
2ouxB1.pdb1	2ouxA1.pdb1
5ou9B1.pdb1	5ou9C1.pdb1
1ou8C2.pdb1	1ou8A2.pdb1
2ou5B1.pdb1	2ou5A1.pdb1
6ouwA1.pdb1	6ouwA2.pdb1
5oupA5.pdb1	5oupA1.pdb1
6ouaI1.pdb1	6ouaH1.pdb1
6ouaI1.pdb1	6ouaK1.pdb1
6ouaH1.pdb1	6ouaK1.pdb1
3ouqA2.pdb2	3ouqA1.pdb2
3ounA1.pdb1	3ounB1.pdb1
4narA1.pdb2	4narA2.pdb2
3na2B2.pdb1	3na2A1.pdb1
4nawP1.pdb4	4nawM1.pdb4
5nanC1.pdb2	5nanE1.pdb2
3nauA1.pdb1	3nauB1.pdb1
6qkyJ1.pdb5	6qkyI1.pdb5
4naoA2.pdb1	4naoA1.pdb1
5nakB1.pdb1	5nakA1.pdb1
1na6A1.pdb1	1na6B1.pdb1
5nafA1.pdb1	5nafE1.pdb1
2na6B1.pdb1	2na6A1.pdb1
3natB1.pdb1	3natA1.pdb1
6navG1.pdb1	6navU1.pdb1
4flaC1.pdb2	4flaD1.pdb2
3n9yA1.pdb1	3n9yC1.pdb1
4nawJ1.pdb3	4nawL1.pdb3
2na7B1.pdb1	2na7A1.pdb1
2xumA1.pdb2	2xumS1.pdb2
4xuuD1.pdb1	4xuuC1.pdb1
5xuaG1.pdb4	5xuaH1.pdb4
5xupC1.pdb1	5xupA1.pdb1
1xu1S1.pdb1	1xu1B1.pdb1
4xuvB1.pdb1	4xuvA1.pdb1
4xu6A1.pdb1	4xu6A2.pdb1
3uuxB2.pdb3	3uuxB1.pdb3
1xu2T1.pdb1	1xu2D1.pdb1
2xu7A1.pdb1	2xu7D1.pdb1
1xuvC1.pdb1	1xuvA1.pdb1
2xuaH1.pdb1	2xuaA1.pdb1
2xu8A1.pdb1	2xu8C1.pdb1
2xusB1.pdb2	2xusA1.pdb2
5xu0B1.pdb1	5xu0C1.pdb1
2r85B3.pdb2	2r85B1.pdb2
3r8yB1.pdb1	3r8yC1.pdb1
6r80A1.pdb1	6r80A2.pdb1
1r8oA1.pdb1	1r8oB1.pdb1
3v75A1.pdb1	3v75A2.pdb1
6aodA1.pdb1	6aodC1.pdb1
4ogyA1.pdb1	4ogyH1.pdb1
3r20A1.pdb3	3r20A2.pdb3
3r85G1.pdb3	3r85C1.pdb3
4r8gE1.pdb1	4r8gH1.pdb1
2r8wB1.pdb1	2r8wA1.pdb1
1r89A2.pdb1	1r89A1.pdb1
4r8oA1.pdb3	4r8oB1.pdb3
2v9pB1.pdb1	2v9pA1.pdb1
1uunB2.pdb1	1uunA1.pdb1
3v9oA1.pdb1	3v9oA3.pdb1
3v9rD1.pdb1	3v9rB1.pdb1
3v9rD1.pdb1	3v9rC1.pdb1
3v9rA1.pdb1	3v9rC1.pdb1
2v9tB1.pdb1	2v9tA1.pdb1
3wutG1.pdb3	3wutI1.pdb3
5ffsA2.pdb1	5ffsA3.pdb1
3wupA1.pdb2	3wupA3.pdb2
5wueA3.pdb1	5wueA2.pdb1
3wuvI1.pdb3	3wuvG1.pdb3
3wuyB1.pdb3	3wuyA1.pdb3
5wutB1.pdb1	5wutA1.pdb1
5wujA1.pdb1	5wujB1.pdb1
1gvjB1.pdb1	1gvjA1.pdb1
2wujB1.pdb1	2wujA1.pdb1
5wurD1.pdb2	5wurB1.pdb2
6gr2D1.pdb3	6gr2G1.pdb3
2wusB1.pdb2	2wusS1.pdb2
2wuqB1.pdb1	2wuqA1.pdb1
1wudA1.pdb1	1wudD1.pdb1
5wu5B1.pdb5	5wu5A1.pdb5
5wufA2.pdb1	5wufA1.pdb1
2wuhA1.pdb1	2wuhC1.pdb1
4fzwC3.pdb1	4fzwB3.pdb1
5fzpA1.pdb1	5fzpB1.pdb1
2fztB1.pdb1	2fztA1.pdb1
6fzvD1.pdb1	6fzvA1.pdb1
4fzmA1.pdb2	4fzmA2.pdb2
5fztB1.pdb1	5fztA1.pdb1
3fzbE1.pdb2	3fzbC1.pdb2
3fzqB1.pdb2	3fzqA1.pdb2
4fz0C1.pdb1	4fz0M1.pdb1
4fzqE1.pdb1	4fzqD1.pdb1
2fzfA1.pdb1	2fzfB1.pdb1
3fz5A1.pdb1	3fz5B1.pdb1
4preA1.pdb1	4preC1.pdb1
4fzsA1.pdb1	4fzsB1.pdb1
3fzxA2.pdb1	3fzxA1.pdb1
1wiwB1.pdb1	1wiwA1.pdb1
4widB1.pdb1	4widA1.pdb1
2wi8A1.pdb1	2wi8A2.pdb1
1h54A1.pdb1	1h54B1.pdb1
3wihA1.pdb1	3wihH1.pdb1
3wihA1.pdb1	3wihL1.pdb1
3wisA13.pdb1	3wisA24.pdb1
5wi9F1.pdb2	5wi9B1.pdb2
5wi9E1.pdb2	5wi9B1.pdb2
6iw3A6.pdb1	6iw3A2.pdb1
2wiuD1.pdb1	2wiuC1.pdb1
2wiuD1.pdb1	2wiuB1.pdb1
5wi2A2.pdb3	5wi2B1.pdb3
3wimA1.pdb1	3wimB1.pdb1
3witA2.pdb1	3witA1.pdb1
2xwbF1.pdb1	2xwbB1.pdb1
2winI1.pdb2	2winM1.pdb2
6rurQ1.pdb1	6rurN1.pdb1
3hrzA1.pdb1	3hrzB1.pdb1
5o32G1.pdb1	5o32E1.pdb1
4ydsA2.pdb2	4ydsA1.pdb2
1stzC1.pdb1	1stzA1.pdb1
1idpB1.pdb1	1idpA1.pdb1
4dkaD1.pdb1	4dkaA1.pdb1
6hk6A1.pdb1	6hk6B1.pdb1
4qtiU1.pdb1	4qtiL1.pdb1
2fd6U1.pdb1	2fd6H1.pdb1
3fdoB1.pdb3	3fdoA1.pdb3
4fdaA1.pdb1	4fdaA2.pdb1
6mgiB2.pdb1	6mgiA2.pdb1
3fd4B1.pdb1	3fd4A1.pdb1
1fd4H1.pdb4	1fd4G1.pdb4
3fdsC1.pdb1	3fdsA1.pdb1
3fdiB1.pdb2	3fdiA1.pdb2
6fdkA1.pdb1	6fdkB1.pdb1
6fdeA2.pdb1	6fdeA1.pdb1
2zy4B1.pdb1	2zy4A1.pdb1
2fd5A2.pdb1	2fd5A1.pdb1
3fd7A1.pdb3	3fd7B1.pdb3
3fd9B1.pdb1	3fd9C1.pdb1
2fdoA1.pdb1	2fdoB1.pdb1
4dvqE1.pdb1	4dvqA1.pdb1
3ispB1.pdb1	3ispA1.pdb1
4fdbA1.pdb1	4fdbA2.pdb1
4nk2A1.pdb1	4nk2B1.pdb1
5nkzA1.pdb1	5nkzC1.pdb1
5nkmF1.pdb3	5nkmE1.pdb3
5nkpC1.pdb2	5nkpB1.pdb2
5k91D1.pdb2	5k91C1.pdb2
4nkgC1.pdb2	4nkgD1.pdb2
4nknA1.pdb1	4nknB1.pdb1
3nk4C1.pdb1	3nk4D1.pdb1
3nk4C1.pdb1	3nk4A1.pdb1
3nk4B1.pdb1	3nk4A1.pdb1
4nkbB4.pdb3	4nkbA1.pdb3
6nk8B2.pdb1	6nk8A2.pdb1
1nkgA1.pdb2	1nkgA2.pdb2
3nkzB1.pdb2	3nkzA1.pdb2
4nk6A1.pdb2	4nk6A2.pdb2
3nk6A1.pdb1	3nk6B1.pdb1
4nkpD3.pdb2	4nkpC3.pdb2
6nklA1.pdb1	6nklC1.pdb1
6nklD2.pdb1	6nklC1.pdb1
3nklB1.pdb1	3nklA1.pdb1
5nkoB1.pdb1	5nkoA1.pdb1
3nkhB1.pdb1	3nkhA1.pdb1
6nk3A1.pdb1	6nk3B1.pdb1
3t4lA1.pdb1	3t4lB1.pdb1
5t47D1.pdb2	5t47C1.pdb2
3t46A2.pdb2	3t46A1.pdb2
5t46C1.pdb2	5t46D1.pdb2
5t4oS1.pdb1	5t4oT1.pdb1
5t4oH1.pdb1	5t4oO1.pdb1
5t4qP1.pdb1	5t4qK1.pdb1
2a7uA1.pdb1	2a7uB1.pdb1
5t4pK1.pdb1	5t4pI1.pdb1
5t4qG1.pdb1	5t4qN1.pdb1
5t4pI1.pdb1	5t4pJ1.pdb1
5t4qJ1.pdb1	5t4qL1.pdb1
5t4qI1.pdb1	5t4qB1.pdb1
5t4oL1.pdb1	5t4oD1.pdb1
5t4oD1.pdb1	5t4oR1.pdb1
1ijxF2.pdb3	1ijxD1.pdb3
5t4yD1.pdb1	5t4yC1.pdb1
5iy511.pdb1	5iy5B1.pdb1
5iy511.pdb1	5iy5J1.pdb1
5iy511.pdb1	5iy5H1.pdb1
5iy5N1.pdb2	5iy521.pdb2
5c6tL2.pdb1	5c6tH2.pdb1
5iy4D1.pdb1	5iy4C1.pdb1
6iyaA1.pdb1	6iyaB1.pdb1
1iyjC1.pdb2	1iyjD1.pdb2
4ywkB1.pdb3	4ywkA1.pdb3
3iyyM1.pdb1	3iyyF1.pdb1
3iyxF1.pdb1	3iyxA1.pdb1
2io2A1.pdb1	2io2C1.pdb1
5y6lD1.pdb1	5y6lE1.pdb1
6iy6A1.pdb1	6iy6E1.pdb1
6iycD1.pdb1	6iycB1.pdb1
5a63A1.pdb1	5a63D1.pdb1
6iycB1.pdb1	6iycE1.pdb1
5fn5C1.pdb1	5fn5B1.pdb1
5a63B1.pdb1	5a63A1.pdb1
6iycE1.pdb1	6iycA1.pdb1
6iycC1.pdb1	6iycA1.pdb1
1iybB1.pdb1	1iybA1.pdb1
4iylA2.pdb2	4iylA1.pdb2
5iyxC1.pdb1	5iyxB1.pdb1
4iypC1.pdb1	4iypA1.pdb1
3iyxA1.pdb1	3iyxM1.pdb1
5iyvB1.pdb1	5iyvA1.pdb1
4s37A1.pdb1	4s37B1.pdb1
1s31A1.pdb2	1s31A2.pdb2
4k94C1.pdb1	4k94H1.pdb1
4s3hD1.pdb2	4s3hC1.pdb2
1s3sF1.pdb1	1s3sG1.pdb1
1s3jB1.pdb1	1s3jA1.pdb1
6s3fB1.pdb1	6s3fA1.pdb1
4s3oC1.pdb2	4s3oB1.pdb2
3iruB1.pdb2	3iruA1.pdb2
4iosA1.pdb1	4iosE1.pdb1
2io2C1.pdb1	2io2C3.pdb1
5iojB1.pdb1	5iojA1.pdb1
3ik5A1.pdb2	3ik5B1.pdb2
4iodA1.pdb4	4iodB2.pdb4
6b70B1.pdb2	6b70E1.pdb2
6iolJ1.pdb1	6iolG1.pdb1
5o66A1.pdb1	5o66D1.pdb1
4ioiB1.pdb1	4ioiC1.pdb1
4ioiE1.pdb1	4ioiC1.pdb1
3io1B2.pdb1	3io1A2.pdb1
4iohA1.pdb1	4iohA2.pdb1
3io5B1.pdb1	3io5A1.pdb1
2iouG1.pdb1	2iouD1.pdb1
1dabA3.pdb2	1dabA4.pdb2
4kwbF1.pdb1	4kwbE1.pdb1
3bexA1.pdb1	3bexB1.pdb1
3bf5B1.pdb1	3bf5A1.pdb1
6b70B1.pdb2	6b70F1.pdb2
2bf8A1.pdb1	2bf8B1.pdb1
4bfiA1.pdb1	4bfiB1.pdb1
3bf2A1.pdb1	3bf2A2.pdb1
6bfsC1.pdb1	6bfsH1.pdb1
3bfmA1.pdb1	3bfmA2.pdb1
4bfcA1.pdb1	4bfcA2.pdb1
3bf4B1.pdb1	3bf4A1.pdb1
3u3nC2.pdb2	3u3nC1.pdb2
3gm1F1.pdb1	3gm1A1.pdb1
4u39J1.pdb1	4u39A1.pdb1
3u30A1.pdb1	3u30C1.pdb1
3dvgX1.pdb1	3dvgA1.pdb1
2qeaC2.pdb3	2qeaC1.pdb3
1u3hE1.pdb1	1u3hF1.pdb1
1u3hI1.pdb1	1u3hF1.pdb1
2pxyC1.pdb1	2pxyB1.pdb1
1u3hI1.pdb1	1u3hE1.pdb1
4u3qB1.pdb1	4u3qA1.pdb1
2p2sB1.pdb1	2p2sA1.pdb1
1kveB1.pdb1	1kveA1.pdb1
3kv4A1.pdb1	3kv4B1.pdb1
5kvmC1.pdb1	5kvmA1.pdb1
5kvsA1.pdb1	5kvsB1.pdb1
3kv1A1.pdb1	3kv1A2.pdb1
4kvgA1.pdb1	4kvgB1.pdb1
4kv2A1.pdb1	4kv2B1.pdb1
3kvqA2.pdb1	3kvqA1.pdb1
5kvrA2.pdb1	5kvrA1.pdb1
