1e19A1.pdb1	1e19B1.pdb1	2417.0
3e1jA2.pdb1	3e1jB2.pdb1	900.8
3e1jA2.pdb1	3e1jC1.pdb1	577.2
3e1jA2.pdb1	3e1jJ2.pdb1	509.65
3e1jA2.pdb1	3e1jD1.pdb1	503.5
3e1jA2.pdb1	3e1jC2.pdb1	572.65
3e1jE1.pdb1	3e1jI1.pdb1	570.65
3e1jE1.pdb1	3e1jL2.pdb1	503.45
3e1jE1.pdb1	3e1jF1.pdb1	899.0
3e1jE1.pdb1	3e1jH2.pdb1	569.3
3e1jE1.pdb1	3e1jG2.pdb1	506.0
3e1jE1.pdb1	3e1jD2.pdb1	27.25
3e1jB1.pdb1	3e1jA1.pdb1	900.8
3e1jB1.pdb1	3e1jC1.pdb1	504.95
3e1jB1.pdb1	3e1jK1.pdb1	30.8
3e1jB1.pdb1	3e1jJ1.pdb1	571.1
3e1jB1.pdb1	3e1jG1.pdb1	578.95
3e1jB1.pdb1	3e1jH1.pdb1	505.4
3e1jE2.pdb1	3e1jI2.pdb1	570.65
3e1jE2.pdb1	3e1jF2.pdb1	899.0
3e1jE2.pdb1	3e1jD1.pdb1	27.25
3e1jE2.pdb1	3e1jG1.pdb1	506.0
3e1jE2.pdb1	3e1jH1.pdb1	569.3
3e1jE2.pdb1	3e1jL1.pdb1	503.45
3e1jA1.pdb1	3e1jC1.pdb1	572.6
3e1jA1.pdb1	3e1jJ1.pdb1	509.6
3e1jA1.pdb1	3e1jC2.pdb1	577.25
3e1jA1.pdb1	3e1jD2.pdb1	503.55
3e1jK2.pdb1	3e1jB2.pdb1	30.8
3e1jK2.pdb1	3e1jJ2.pdb1	576.9
3e1jK2.pdb1	3e1jI2.pdb1	502.55
3e1jK2.pdb1	3e1jF2.pdb1	507.35
3e1jK2.pdb1	3e1jL2.pdb1	902.45
3e1jK2.pdb1	3e1jG2.pdb1	569.8
3e1jB2.pdb1	3e1jJ2.pdb1	571.1
3e1jB2.pdb1	3e1jC2.pdb1	505.0
3e1jB2.pdb1	3e1jH2.pdb1	505.4
3e1jB2.pdb1	3e1jG2.pdb1	578.95
3e1jC1.pdb1	3e1jD1.pdb1	901.65
3e1jC1.pdb1	3e1jC2.pdb1	29.55
3e1jC1.pdb1	3e1jH1.pdb1	509.7
3e1jK1.pdb1	3e1jI1.pdb1	502.55
3e1jK1.pdb1	3e1jJ1.pdb1	576.9
3e1jK1.pdb1	3e1jF1.pdb1	507.35
3e1jK1.pdb1	3e1jG1.pdb1	569.85
3e1jK1.pdb1	3e1jL1.pdb1	902.45
3e1jJ2.pdb1	3e1jI2.pdb1	898.45
3e1jJ2.pdb1	3e1jD1.pdb1	507.9
3e1jJ2.pdb1	3e1jG2.pdb1	27.95
3e1jI2.pdb1	3e1jF2.pdb1	504.05
3e1jI2.pdb1	3e1jD1.pdb1	572.5
3e1jI2.pdb1	3e1jH1.pdb1	27.35
3e1jF2.pdb1	3e1jL2.pdb1	569.4
3e1jF2.pdb1	3e1jF1.pdb1	27.1
3e1jF2.pdb1	3e1jL1.pdb1	578.6
3e1jI1.pdb1	3e1jJ1.pdb1	898.45
3e1jI1.pdb1	3e1jF1.pdb1	504.05
3e1jI1.pdb1	3e1jH2.pdb1	27.35
3e1jI1.pdb1	3e1jD2.pdb1	572.5
3e1jJ1.pdb1	3e1jG1.pdb1	27.95
3e1jJ1.pdb1	3e1jD2.pdb1	507.85
3e1jD1.pdb1	3e1jH1.pdb1	570.9
3e1jC2.pdb1	3e1jH2.pdb1	509.7
3e1jC2.pdb1	3e1jD2.pdb1	901.7
3e1jL2.pdb1	3e1jF1.pdb1	578.6
3e1jL2.pdb1	3e1jL1.pdb1	31.1
3e1jL2.pdb1	3e1jG2.pdb1	502.7
3e1jF1.pdb1	3e1jL1.pdb1	569.35
3e1jG1.pdb1	3e1jH1.pdb1	902.0
3e1jG1.pdb1	3e1jL1.pdb1	502.7
3e1jH2.pdb1	3e1jG2.pdb1	902.0
3e1jH2.pdb1	3e1jD2.pdb1	570.95
5e1hB1.pdb1	5e1hA1.pdb1	551.15
2e17A1.pdb1	2e17B1.pdb1	2492.75
5e1dD1.pdb1	5e1dA1.pdb1	522.3
6e12B1.pdb1	6e12A1.pdb1	1484.75
5e1bA1.pdb1	5e1bD1.pdb1	487.45
3e15D1.pdb2	3e15C2.pdb2	1107.55
3e12A2.pdb1	3e12B1.pdb1	1403.65
3e12A2.pdb1	3e12B2.pdb1	1775.95
3e12A2.pdb1	3e12A1.pdb1	198.15
3e12B1.pdb1	3e12B2.pdb1	207.55
3e12B1.pdb1	3e12A1.pdb1	1775.9
3e12B2.pdb1	3e12A1.pdb1	1403.65
2e15B2.pdb2	2e15A1.pdb2	435.6
2e15B2.pdb2	2e15A2.pdb2	2484.75
2e15B2.pdb2	2e15B1.pdb2	423.55
2e15A1.pdb2	2e15A2.pdb2	4.4
2e15A1.pdb2	2e15B1.pdb2	2484.8
2e15A2.pdb2	2e15B1.pdb2	435.6
6e1xC4.pdb2	6e1xB1.pdb2	332.05
6e1xC4.pdb2	6e1xB4.pdb2	699.7
6e1xC4.pdb2	6e1xC1.pdb2	952.95
6e1xC4.pdb2	6e1xF1.pdb2	750.1
6e1xB3.pdb2	6e1xF3.pdb2	940.55
6e1xB3.pdb2	6e1xC2.pdb2	332.1
6e1xB3.pdb2	6e1xF1.pdb2	697.8
6e1xB3.pdb2	6e1xC3.pdb2	699.7
6e1xB1.pdb2	6e1xF3.pdb2	697.8
6e1xB1.pdb2	6e1xC1.pdb2	699.75
6e1xB1.pdb2	6e1xF1.pdb2	940.55
6e1xB4.pdb2	6e1xF2.pdb2	697.8
6e1xB4.pdb2	6e1xC1.pdb2	332.1
6e1xB4.pdb2	6e1xF4.pdb2	940.55
6e1xF2.pdb2	6e1xF4.pdb2	280.4
6e1xF2.pdb2	6e1xB2.pdb2	940.55
6e1xF2.pdb2	6e1xC3.pdb2	750.1
6e1xF3.pdb2	6e1xC2.pdb2	750.05
6e1xF3.pdb2	6e1xF1.pdb2	280.4
6e1xC1.pdb2	6e1xF4.pdb2	750.05
6e1xF4.pdb2	6e1xB2.pdb2	697.8
6e1xC2.pdb2	6e1xB2.pdb2	699.75
6e1xC2.pdb2	6e1xC3.pdb2	952.95
6e1xB2.pdb2	6e1xC3.pdb2	332.05
2e17B2.pdb2	2e17A2.pdb2	2492.75
2e17B2.pdb2	2e17A1.pdb2	469.5
2e17B2.pdb2	2e17B1.pdb2	437.45
2e17A2.pdb2	2e17A1.pdb2	5.0
2e17A2.pdb2	2e17B1.pdb2	469.5
2e17A1.pdb2	2e17B1.pdb2	2492.75
4e1pA1.pdb1	4e1pB1.pdb1	1550.25
3e10A1.pdb1	3e10B1.pdb1	2412.1
5e1mB1.pdb2	5e1mE1.pdb2	492.1
4e1vG1.pdb2	4e1vH1.pdb2	2097.65
4e1vG1.pdb2	4e1vI1.pdb2	186.9
4e1vG1.pdb2	4e1vG2.pdb2	971.05
4e1vG1.pdb2	4e1vH2.pdb2	195.15
4e1vH1.pdb2	4e1vI1.pdb2	1011.75
4e1vH1.pdb2	4e1vG2.pdb2	195.15
4e1vH1.pdb2	4e1vI2.pdb2	182.3
4e1vI1.pdb2	4e1vI2.pdb2	2059.3
4e1vI1.pdb2	4e1vH2.pdb2	182.25
4e1vG2.pdb2	4e1vI2.pdb2	186.85
4e1vG2.pdb2	4e1vH2.pdb2	2097.55
4e1vI2.pdb2	4e1vH2.pdb2	1011.7
3e1kC1.pdb1	3e1kD1.pdb1	726.65
3e1kC1.pdb1	3e1kA1.pdb1	1905.4
3e1kB1.pdb1	3e1kA1.pdb1	744.25
2e1hA1.pdb1	2e1hB1.pdb1	985.1
3e1pE2.pdb1	3e1pD1.pdb1	33.65
3e1pE2.pdb1	3e1pL1.pdb1	508.45
3e1pE2.pdb1	3e1pG1.pdb1	513.1
3e1pE2.pdb1	3e1pF2.pdb1	910.9
3e1pE2.pdb1	3e1pH1.pdb1	568.3
3e1pE2.pdb1	3e1pI2.pdb1	568.3
3e1pC2.pdb1	3e1pA2.pdb1	570.95
3e1pC2.pdb1	3e1pB2.pdb1	511.45
3e1pC2.pdb1	3e1pA1.pdb1	571.75
3e1pC2.pdb1	3e1pC1.pdb1	34.55
3e1pC2.pdb1	3e1pH2.pdb1	514.95
3e1pC2.pdb1	3e1pD2.pdb1	912.2
3e1pA2.pdb1	3e1pB2.pdb1	908.95
3e1pA2.pdb1	3e1pD1.pdb1	509.55
3e1pA2.pdb1	3e1pA1.pdb1	36.2
3e1pA2.pdb1	3e1pC1.pdb1	571.7
3e1pA2.pdb1	3e1pJ2.pdb1	514.8
3e1pE1.pdb1	3e1pG2.pdb1	513.1
3e1pE1.pdb1	3e1pL2.pdb1	508.45
3e1pE1.pdb1	3e1pH2.pdb1	568.3
3e1pE1.pdb1	3e1pI1.pdb1	568.3
3e1pE1.pdb1	3e1pD2.pdb1	33.6
3e1pE1.pdb1	3e1pF1.pdb1	910.9
3e1pB2.pdb1	3e1pG2.pdb1	573.55
3e1pB2.pdb1	3e1pH2.pdb1	509.05
3e1pB2.pdb1	3e1pJ2.pdb1	568.75
3e1pB2.pdb1	3e1pK2.pdb1	36.2
3e1pB1.pdb1	3e1pJ1.pdb1	568.75
3e1pB1.pdb1	3e1pA1.pdb1	908.95
3e1pB1.pdb1	3e1pC1.pdb1	511.4
3e1pB1.pdb1	3e1pK1.pdb1	36.2
3e1pB1.pdb1	3e1pG1.pdb1	573.55
3e1pB1.pdb1	3e1pH1.pdb1	509.1
3e1pG2.pdb1	3e1pL2.pdb1	510.35
3e1pG2.pdb1	3e1pH2.pdb1	911.95
3e1pG2.pdb1	3e1pJ2.pdb1	34.1
3e1pG2.pdb1	3e1pK2.pdb1	568.4
3e1pD1.pdb1	3e1pC1.pdb1	912.15
3e1pD1.pdb1	3e1pJ2.pdb1	512.95
3e1pD1.pdb1	3e1pH1.pdb1	569.95
3e1pD1.pdb1	3e1pI2.pdb1	570.5
3e1pL1.pdb1	3e1pL2.pdb1	36.1
3e1pL1.pdb1	3e1pK1.pdb1	910.4
3e1pL1.pdb1	3e1pG1.pdb1	510.4
3e1pL1.pdb1	3e1pF2.pdb1	573.9
3e1pL1.pdb1	3e1pF1.pdb1	566.15
3e1pJ1.pdb1	3e1pA1.pdb1	514.75
3e1pJ1.pdb1	3e1pK1.pdb1	572.65
3e1pJ1.pdb1	3e1pI1.pdb1	910.55
3e1pJ1.pdb1	3e1pG1.pdb1	34.15
3e1pJ1.pdb1	3e1pD2.pdb1	512.95
3e1pA1.pdb1	3e1pC1.pdb1	570.9
3e1pA1.pdb1	3e1pD2.pdb1	509.55
3e1pL2.pdb1	3e1pF2.pdb1	566.15
3e1pL2.pdb1	3e1pK2.pdb1	910.35
3e1pL2.pdb1	3e1pF1.pdb1	573.9
3e1pC1.pdb1	3e1pH1.pdb1	514.9
3e1pH2.pdb1	3e1pI1.pdb1	33.55
3e1pH2.pdb1	3e1pD2.pdb1	569.9
3e1pK1.pdb1	3e1pI1.pdb1	508.65
3e1pK1.pdb1	3e1pG1.pdb1	568.4
3e1pK1.pdb1	3e1pF1.pdb1	512.2
3e1pI1.pdb1	3e1pD2.pdb1	570.5
3e1pI1.pdb1	3e1pF1.pdb1	510.6
3e1pJ2.pdb1	3e1pI2.pdb1	910.6
3e1pJ2.pdb1	3e1pK2.pdb1	572.65
3e1pG1.pdb1	3e1pH1.pdb1	911.95
3e1pF2.pdb1	3e1pI2.pdb1	510.6
3e1pF2.pdb1	3e1pK2.pdb1	512.2
3e1pF2.pdb1	3e1pF1.pdb1	33.9
3e1pH1.pdb1	3e1pI2.pdb1	33.55
3e1pI2.pdb1	3e1pK2.pdb1	508.65
2e18A1.pdb1	2e18B1.pdb1	2754.9
5e17C1.pdb1	5e17E1.pdb1	108.2
5e17C1.pdb1	5e17H1.pdb1	773.7
5e17C1.pdb1	5e17I1.pdb1	417.9
5e17C1.pdb1	5e17A1.pdb1	1941.9
5e17C1.pdb1	5e17B1.pdb1	255.75
5e17C1.pdb1	5e17F1.pdb1	2282.65
5e17C1.pdb1	5e17G1.pdb1	499.15
5e17C1.pdb1	5e17D1.pdb1	8564.85
5e17E1.pdb1	5e17A1.pdb1	0.75
5e17E1.pdb1	5e17B1.pdb1	19.65
5e17E1.pdb1	5e17D1.pdb1	2266.85
5e17H1.pdb1	5e17F1.pdb1	1141.95
5e17H1.pdb1	5e17G1.pdb1	468.6
5e17H1.pdb1	5e17D1.pdb1	231.95
5e17I1.pdb1	5e17F1.pdb1	89.2
5e17I1.pdb1	5e17G1.pdb1	360.9
5e17I1.pdb1	5e17D1.pdb1	192.0
5e17A1.pdb1	5e17B1.pdb1	1566.8
5e17A1.pdb1	5e17D1.pdb1	49.2
5e17B1.pdb1	5e17D1.pdb1	1213.2
5e17F1.pdb1	5e17G1.pdb1	33.9
5e17F1.pdb1	5e17D1.pdb1	3674.0
5e17G1.pdb1	5e17D1.pdb1	643.4
6e1kD1.pdb1	6e1kB1.pdb1	800.2
6e1kD1.pdb1	6e1kC1.pdb1	960.75
6e1kB1.pdb1	6e1kA1.pdb1	3080.05
6e1kB1.pdb1	6e1kC1.pdb1	128.5
6e1kA1.pdb1	6e1kF1.pdb1	804.5
6e1kA1.pdb1	6e1kE1.pdb1	144.05
6e1kF1.pdb1	6e1kE1.pdb1	949.95
1e1hC1.pdb1	1e1hD1.pdb1	3776.35
1e1hC1.pdb1	1e1hB1.pdb1	392.45
1e1hC1.pdb1	1e1hA1.pdb1	655.55
1e1hD1.pdb1	1e1hB1.pdb1	523.6
1e1hD1.pdb1	1e1hA1.pdb1	414.95
1e1hB1.pdb1	1e1hA1.pdb1	3796.75
1e1eA1.pdb1	1e1eB1.pdb1	976.25
4e1lA1.pdb1	4e1lC1.pdb1	1748.2
4e1lA1.pdb1	4e1lB1.pdb1	631.7
4e1lA1.pdb1	4e1lD1.pdb1	463.85
4e1lC1.pdb1	4e1lB1.pdb1	734.1
4e1lB1.pdb1	4e1lD1.pdb1	1632.55
4e17A1.pdb1	4e17B1.pdb1	1428.55
6e1oB1.pdb1	6e1oA1.pdb1	3005.3
3e1yA1.pdb1	3e1yF1.pdb1	481.5
2e11B1.pdb2	2e11D1.pdb2	1681.45
6e1hA1.pdb1	6e1hB1.pdb1	16.2
6e1hA1.pdb1	6e1hC1.pdb1	2006.75
6e1hB1.pdb1	6e1hC1.pdb1	1237.0
5e14C1.pdb1	5e14A1.pdb1	450.5
5e14D1.pdb1	5e14B1.pdb1	506.6
5e14B1.pdb1	5e14A1.pdb1	1688.6
3e1yG1.pdb3	3e1yC1.pdb3	512.85
5e1bE1.pdb2	5e1bB1.pdb2	469.95
4e1oC1.pdb2	4e1oD1.pdb2	6416.65
5e19A1.pdb1	5e19B1.pdb1	1640.7
5e19A1.pdb1	5e19D1.pdb1	519.05
5e19C1.pdb1	5e19B1.pdb1	481.7
2e1nB1.pdb1	2e1nA1.pdb1	1132.35
4e1vA1.pdb1	4e1vB1.pdb1	2134.35
4e1vA1.pdb1	4e1vF1.pdb1	1008.85
4e1vA1.pdb1	4e1vE1.pdb1	188.4
4e1vA1.pdb1	4e1vC1.pdb1	186.7
4e1vB1.pdb1	4e1vD1.pdb1	179.35
4e1vB1.pdb1	4e1vF1.pdb1	180.8
4e1vB1.pdb1	4e1vC1.pdb1	1007.35
4e1vD1.pdb1	4e1vF1.pdb1	177.35
4e1vD1.pdb1	4e1vE1.pdb1	1008.3
4e1vD1.pdb1	4e1vC1.pdb1	2090.2
4e1vF1.pdb1	4e1vE1.pdb1	2100.95
4e1vE1.pdb1	4e1vC1.pdb1	186.55
4e1aA1.pdb1	4e1aA5.pdb1	99.8
4e1aA1.pdb1	4e1aA4.pdb1	968.2
4e1aA1.pdb1	4e1aA2.pdb1	550.95
4e1aA1.pdb1	4e1aA3.pdb1	550.95
4e1aA5.pdb1	4e1aA4.pdb1	550.95
4e1aA5.pdb1	4e1aA6.pdb1	550.9
4e1aA5.pdb1	4e1aA3.pdb1	968.2
4e1aA4.pdb1	4e1aA2.pdb1	99.75
4e1aA4.pdb1	4e1aA6.pdb1	550.9
4e1aA2.pdb1	4e1aA6.pdb1	968.2
4e1aA2.pdb1	4e1aA3.pdb1	550.9
4e1aA6.pdb1	4e1aA3.pdb1	99.8
2e1zA1.pdb1	2e1zA2.pdb1	3087.5
3e1f41.pdb1	3e1f11.pdb1	2019.85
3e1f41.pdb1	3e1f21.pdb1	147.0
3e1f41.pdb1	3e1f31.pdb1	1944.45
3e1f11.pdb1	3e1f21.pdb1	1960.9
3e1f11.pdb1	3e1f31.pdb1	155.95
3e1f21.pdb1	3e1f31.pdb1	1977.2
1e1tA1.pdb1	1e1tA2.pdb1	4288.95
4e16A1.pdb1	4e16A2.pdb1	2169.7
3e1eD1.pdb2	3e1eG1.pdb2	277.0
3e1eD1.pdb2	3e1eE1.pdb2	474.55
3e1eD1.pdb2	3e1eC1.pdb2	1161.25
3e1eG1.pdb2	3e1eE1.pdb2	1131.6
3e1eG1.pdb2	3e1eC1.pdb2	455.45
3e1eE1.pdb2	3e1eC1.pdb2	252.75
2e1mC2.pdb1	2e1mB2.pdb1	3326.2
2e1mC2.pdb1	2e1mC1.pdb1	431.1
2e1mC2.pdb1	2e1mB1.pdb1	481.95
2e1mC2.pdb1	2e1mA2.pdb1	3897.0
2e1mC2.pdb1	2e1mA1.pdb1	228.25
2e1mB2.pdb1	2e1mC1.pdb1	482.0
2e1mB2.pdb1	2e1mB1.pdb1	541.6
2e1mB2.pdb1	2e1mA2.pdb1	1696.65
2e1mB2.pdb1	2e1mA1.pdb1	466.3
2e1mC1.pdb1	2e1mB1.pdb1	3326.2
2e1mC1.pdb1	2e1mA2.pdb1	228.35
2e1mC1.pdb1	2e1mA1.pdb1	3896.9
2e1mB1.pdb1	2e1mA2.pdb1	466.35
2e1mB1.pdb1	2e1mA1.pdb1	1696.6
2e1mA2.pdb1	2e1mA1.pdb1	181.65
3e1kH1.pdb2	3e1kG1.pdb2	746.75
3e1kE1.pdb2	3e1kF1.pdb2	750.15
3e1kE1.pdb2	3e1kG1.pdb2	1902.65
