3fwvC1.pdb1	3fwvA1.pdb1	504.5
2fw6A4.pdb2	2fw6B1.pdb2	1016.6
2fw6A4.pdb2	2fw6B4.pdb2	1591.05
2fw6A4.pdb2	2fw6A3.pdb2	21.3
2fw6A4.pdb2	2fw6A1.pdb2	627.05
2fw6B6.pdb2	2fw6B1.pdb2	89.9
2fw6B6.pdb2	2fw6B8.pdb2	641.25
2fw6B6.pdb2	2fw6B7.pdb2	641.25
2fw6B6.pdb2	2fw6B4.pdb2	139.5
2fw6B6.pdb2	2fw6A7.pdb2	1016.55
2fw6B6.pdb2	2fw6B3.pdb2	18.5
2fw6B6.pdb2	2fw6A6.pdb2	1591.05
2fw6B1.pdb2	2fw6B8.pdb2	18.5
2fw6B1.pdb2	2fw6B7.pdb2	139.5
2fw6B1.pdb2	2fw6B4.pdb2	641.3
2fw6B1.pdb2	2fw6B3.pdb2	641.3
2fw6B1.pdb2	2fw6A1.pdb2	1591.05
2fw6B8.pdb2	2fw6B4.pdb2	89.9
2fw6B8.pdb2	2fw6B2.pdb2	139.5
2fw6B8.pdb2	2fw6A8.pdb2	1591.05
2fw6B8.pdb2	2fw6A6.pdb2	1016.55
2fw6B8.pdb2	2fw6B5.pdb2	641.25
2fw6B7.pdb2	2fw6B2.pdb2	18.5
2fw6B7.pdb2	2fw6A7.pdb2	1591.05
2fw6B7.pdb2	2fw6B3.pdb2	89.9
2fw6B7.pdb2	2fw6A5.pdb2	1016.55
2fw6B7.pdb2	2fw6B5.pdb2	641.25
2fw6B4.pdb2	2fw6B2.pdb2	641.3
2fw6B4.pdb2	2fw6B5.pdb2	18.5
2fw6B2.pdb2	2fw6A3.pdb2	1016.6
2fw6B2.pdb2	2fw6B3.pdb2	641.3
2fw6B2.pdb2	2fw6B5.pdb2	89.9
2fw6A8.pdb2	2fw6A7.pdb2	21.3
2fw6A8.pdb2	2fw6A6.pdb2	627.0
2fw6A8.pdb2	2fw6A5.pdb2	627.0
2fw6A8.pdb2	2fw6B5.pdb2	1016.55
2fw6A3.pdb2	2fw6B3.pdb2	1591.05
2fw6A3.pdb2	2fw6A1.pdb2	627.05
2fw6A7.pdb2	2fw6A6.pdb2	627.0
2fw6A7.pdb2	2fw6A5.pdb2	627.0
2fw6B3.pdb2	2fw6A1.pdb2	1016.6
2fw6B3.pdb2	2fw6B5.pdb2	139.5
2fw6A6.pdb2	2fw6A5.pdb2	21.3
2fw6A5.pdb2	2fw6B5.pdb2	1591.05
3fw1A2.pdb1	3fw1A1.pdb1	2072.85
5fw4B1.pdb2	5fw4B2.pdb2	2415.1
6fweA1.pdb1	6fweA2.pdb1	1469.9
1fwsA2.pdb1	1fwsB2.pdb1	1749.6
1fwsA2.pdb1	1fwsB1.pdb1	1329.3
1fwsA2.pdb1	1fwsA1.pdb1	193.5
1fwsB2.pdb1	1fwsB1.pdb1	193.15
1fwsB2.pdb1	1fwsA1.pdb1	1329.3
1fwsB1.pdb1	1fwsA1.pdb1	1749.6
2fwmX1.pdb1	2fwmX2.pdb1	1003.3
2fwmX1.pdb1	2fwmX4.pdb1	143.85
2fwmX1.pdb1	2fwmX3.pdb1	1364.9
2fwmX2.pdb1	2fwmX4.pdb1	1364.9
2fwmX2.pdb1	2fwmX3.pdb1	143.85
2fwmX4.pdb1	2fwmX3.pdb1	1003.4
2fw9B8.pdb2	2fw9B5.pdb2	665.95
2fw9B8.pdb2	2fw9A6.pdb2	1079.1
2fw9B8.pdb2	2fw9B4.pdb2	117.35
2fw9B8.pdb2	2fw9A8.pdb2	1614.2
2fw9B8.pdb2	2fw9B2.pdb2	158.4
2fw9B8.pdb2	2fw9B6.pdb2	665.95
2fw9B8.pdb2	2fw9B1.pdb2	32.2
2fw9B5.pdb2	2fw9B4.pdb2	32.2
2fw9B5.pdb2	2fw9A8.pdb2	1079.1
2fw9B5.pdb2	2fw9B7.pdb2	665.95
2fw9B5.pdb2	2fw9A5.pdb2	1614.2
2fw9B5.pdb2	2fw9B3.pdb2	158.4
2fw9B5.pdb2	2fw9B2.pdb2	117.35
2fw9A6.pdb2	2fw9A8.pdb2	602.95
2fw9A6.pdb2	2fw9B6.pdb2	1614.2
2fw9A6.pdb2	2fw9A7.pdb2	602.95
2fw9B4.pdb2	2fw9A4.pdb2	1614.15
2fw9B4.pdb2	2fw9B2.pdb2	665.95
2fw9B4.pdb2	2fw9B6.pdb2	158.4
2fw9B4.pdb2	2fw9A2.pdb2	1079.05
2fw9B4.pdb2	2fw9B1.pdb2	665.95
2fw9A8.pdb2	2fw9A5.pdb2	602.95
2fw9A3.pdb2	2fw9A1.pdb2	602.85
2fw9A3.pdb2	2fw9B3.pdb2	1614.15
2fw9A3.pdb2	2fw9B2.pdb2	1079.05
2fw9A3.pdb2	2fw9A2.pdb2	602.85
2fw9B7.pdb2	2fw9A5.pdb2	1079.1
2fw9B7.pdb2	2fw9B3.pdb2	117.35
2fw9B7.pdb2	2fw9B2.pdb2	32.2
2fw9B7.pdb2	2fw9B6.pdb2	665.95
2fw9B7.pdb2	2fw9A7.pdb2	1614.2
2fw9B7.pdb2	2fw9B1.pdb2	158.4
2fw9A1.pdb2	2fw9A4.pdb2	602.85
2fw9A1.pdb2	2fw9B3.pdb2	1079.05
2fw9A1.pdb2	2fw9B1.pdb2	1614.15
2fw9A5.pdb2	2fw9A7.pdb2	602.95
2fw9A4.pdb2	2fw9A2.pdb2	602.85
2fw9A4.pdb2	2fw9B1.pdb2	1079.05
2fw9B3.pdb2	2fw9B2.pdb2	665.95
2fw9B3.pdb2	2fw9B6.pdb2	32.2
2fw9B3.pdb2	2fw9B1.pdb2	665.95
2fw9B2.pdb2	2fw9A2.pdb2	1614.15
2fw9B6.pdb2	2fw9A7.pdb2	1079.1
2fw9B6.pdb2	2fw9B1.pdb2	117.35
4fweA1.pdb2	4fweA2.pdb2	1114.05
4fwkA2.pdb1	4fwkA1.pdb1	3112.0
5fw7B2.pdb1	5fw7A2.pdb1	870.75
5fw7B2.pdb1	5fw7B1.pdb1	352.4
5fw7B2.pdb1	5fw7A1.pdb1	324.9
5fw7A2.pdb1	5fw7B1.pdb1	324.9
5fw7A2.pdb1	5fw7A1.pdb1	414.7
5fw7B1.pdb1	5fw7A1.pdb1	870.75
5fw1D1.pdb1	5fw1C1.pdb1	403.9
5fw1D1.pdb1	5fw1B1.pdb1	648.55
5fw1C1.pdb1	5fw1B1.pdb1	1759.45
5fw1C1.pdb1	5fw1A1.pdb1	965.5
5fw1B1.pdb1	5fw1A1.pdb1	6162.25
6fwbA1.pdb1	6fwbB1.pdb1	2323.85
3fwwA5.pdb1	3fwwA4.pdb1	2061.0
3fwwA5.pdb1	3fwwA2.pdb1	324.9
3fwwA5.pdb1	3fwwA6.pdb1	2060.95
3fwwA4.pdb1	3fwwA3.pdb1	324.95
3fwwA4.pdb1	3fwwA2.pdb1	0.05
3fwwA4.pdb1	3fwwA6.pdb1	2061.0
3fwwA4.pdb1	3fwwA1.pdb1	0.05
3fwwA3.pdb1	3fwwA2.pdb1	2061.0
3fwwA3.pdb1	3fwwA1.pdb1	2061.0
3fwwA2.pdb1	3fwwA1.pdb1	2061.0
3fwwA6.pdb1	3fwwA1.pdb1	324.95
3fwuA3.pdb1	3fwuA2.pdb1	1160.6
3fwuA3.pdb1	3fwuA1.pdb1	1160.6
3fwuA2.pdb1	3fwuA1.pdb1	1160.55
5fwxA1.pdb1	5fwxB1.pdb1	1270.4
