6qvdB1.pdb1	6qvdA1.pdb1	2502.8
4qvtE1.pdb3	4qvtF1.pdb3	2444.6
1qvvC1.pdb2	1qvvD1.pdb2	15.5
3qvzB1.pdb1	3qvzA1.pdb1	458.3
3qvzB1.pdb1	3qvzC1.pdb1	688.7
3qvzB1.pdb1	3qvzD1.pdb1	256.5
3qvzA1.pdb1	3qvzC1.pdb1	245.95
3qvzA1.pdb1	3qvzD1.pdb1	682.0
3qvzC1.pdb1	3qvzD1.pdb1	437.45
3qvdB1.pdb5	3qvdA1.pdb5	4187.25
3qvdB1.pdb5	3qvdH1.pdb5	420.4
3qvdB1.pdb5	3qvdG1.pdb5	446.35
3qvdA1.pdb5	3qvdH1.pdb5	436.45
3qvdA1.pdb5	3qvdG1.pdb5	444.9
3qvdH1.pdb5	3qvdG1.pdb5	4204.7
1qvtD1.pdb8	1qvtB3.pdb8	214.45
1qvtD2.pdb8	1qvtB4.pdb8	214.45
1qvtB4.pdb8	1qvtA4.pdb8	1516.55
1qvtB4.pdb8	1qvtA3.pdb8	97.7
1qvtB4.pdb8	1qvtB3.pdb8	164.25
1qvtE4.pdb8	1qvtA4.pdb8	392.6
1qvtE4.pdb8	1qvtA3.pdb8	540.25
1qvtA4.pdb8	1qvtE3.pdb8	540.25
1qvtA4.pdb8	1qvtA3.pdb8	893.1
1qvtA4.pdb8	1qvtB3.pdb8	97.7
1qvtE3.pdb8	1qvtA3.pdb8	392.6
1qvtA3.pdb8	1qvtB3.pdb8	1516.55
3qv1A1.pdb3	3qv1G1.pdb3	265.65
3qv1A1.pdb3	3qv1D1.pdb3	1337.8
3qv1G1.pdb3	3qv1D1.pdb3	732.55
4qvuA2.pdb1	4qvuA3.pdb1	625.0
4qvuA2.pdb1	4qvuA1.pdb1	229.4
4qvuA2.pdb1	4qvuA4.pdb1	1463.4
4qvuA3.pdb1	4qvuA1.pdb1	1463.4
4qvuA3.pdb1	4qvuA4.pdb1	229.4
4qvuA1.pdb1	4qvuA4.pdb1	625.0
6qvpB1.pdb1	6qvpA1.pdb1	695.95
3qvyC1.pdb1	3qvyB1.pdb1	698.6
3qvyC1.pdb1	3qvyD1.pdb1	490.5
3qvyC1.pdb1	3qvyA1.pdb1	246.7
3qvyB1.pdb1	3qvyD1.pdb1	266.1
3qvyB1.pdb1	3qvyA1.pdb1	506.2
3qvyD1.pdb1	3qvyA1.pdb1	703.35
3qvfA2.pdb1	3qvfA1.pdb1	1406.0
3qvxA4.pdb1	3qvxA1.pdb1	2391.5
3qvxA4.pdb1	3qvxA3.pdb1	1072.0
3qvxA4.pdb1	3qvxA2.pdb1	210.2
3qvxA1.pdb1	3qvxA3.pdb1	210.2
3qvxA1.pdb1	3qvxA2.pdb1	1072.0
3qvxA3.pdb1	3qvxA2.pdb1	2391.5
1qvtA4.pdb7	1qvtD4.pdb7	4.6
1qvtA4.pdb7	1qvtE4.pdb7	392.55
1qvtB2.pdb7	1qvtD4.pdb7	214.45
1qvtB2.pdb7	1qvtD3.pdb7	916.15
1qvtB2.pdb7	1qvtE3.pdb7	7.25
1qvtB2.pdb7	1qvtB1.pdb7	244.8
1qvtD4.pdb7	1qvtD3.pdb7	368.8
1qvtD4.pdb7	1qvtE4.pdb7	1543.1
1qvtD4.pdb7	1qvtE3.pdb7	30.3
1qvtD4.pdb7	1qvtB1.pdb7	916.15
1qvtD3.pdb7	1qvtE4.pdb7	30.3
1qvtD3.pdb7	1qvtE3.pdb7	1543.1
1qvtD3.pdb7	1qvtB1.pdb7	214.45
1qvtD3.pdb7	1qvtA3.pdb7	4.65
1qvtE4.pdb7	1qvtE3.pdb7	154.35
1qvtE4.pdb7	1qvtB1.pdb7	7.25
1qvtE3.pdb7	1qvtA3.pdb7	392.6
6qv0C1.pdb2	6qv0F1.pdb2	384.5
6qv0C1.pdb2	6qv0D1.pdb2	7060.8
6qv0F1.pdb2	6qv0D1.pdb2	580.55
4qvgD2.pdb3	4qvgD1.pdb3	3521.35
1qvnA1.pdb3	1qvnC2.pdb3	538.8
1qvnA1.pdb3	1qvnD3.pdb3	333.1
1qvnA1.pdb3	1qvnB3.pdb3	4.65
1qvnC2.pdb3	1qvnD3.pdb3	62.9
1qvnD3.pdb3	1qvnB3.pdb3	497.2
2qvcC1.pdb2	2qvcD1.pdb2	532.4
4qvqT1.pdb1	4qvqU1.pdb1	1394.55
4qvqT1.pdb1	4qvqS1.pdb1	1347.2
4qvqT1.pdb1	4qvqO1.pdb1	153.25
4qvqT1.pdb1	4qvqa1.pdb1	455.65
4qvqT1.pdb1	4qvqP1.pdb1	141.05
4qvqT1.pdb1	4qvqb1.pdb1	478.75
4qvqL1.pdb1	4qvqM1.pdb1	940.75
4qvqL1.pdb1	4qvqD1.pdb1	533.9
4qvqL1.pdb1	4qvqE1.pdb1	356.0
4qvqL1.pdb1	4qvqK1.pdb1	653.05
4qvqL1.pdb1	4qvqW1.pdb1	733.2
4qvqL1.pdb1	4qvqV1.pdb1	1475.15
4qvqX1.pdb1	4qvqY1.pdb1	660.95
4qvqX1.pdb1	4qvqQ1.pdb1	399.5
4qvqX1.pdb1	4qvqJ1.pdb1	729.1
4qvqX1.pdb1	4qvqP1.pdb1	550.4
4qvqX1.pdb1	4qvqK1.pdb1	802.35
4qvqX1.pdb1	4qvqW1.pdb1	589.15
4qvqU1.pdb1	4qvqM1.pdb1	72.95
4qvqU1.pdb1	4qvqO1.pdb1	1419.9
4qvqU1.pdb1	4qvqP1.pdb1	137.85
4qvqU1.pdb1	4qvqb1.pdb1	458.75
4qvqU1.pdb1	4qvqV1.pdb1	645.25
4qvqM1.pdb1	4qvqN1.pdb1	647.55
4qvqM1.pdb1	4qvqE1.pdb1	588.8
4qvqM1.pdb1	4qvqb1.pdb1	1364.55
4qvqM1.pdb1	4qvqF1.pdb1	456.35
4qvqM1.pdb1	4qvqV1.pdb1	928.75
4qvqR1.pdb1	4qvqY1.pdb1	428.75
4qvqR1.pdb1	4qvqQ1.pdb1	1282.85
4qvqR1.pdb1	4qvqS1.pdb1	1035.45
4qvqR1.pdb1	4qvqO1.pdb1	29.5
4qvqR1.pdb1	4qvqZ1.pdb1	539.2
4qvqR1.pdb1	4qvqP1.pdb1	125.6
4qvqY1.pdb1	4qvqH1.pdb1	94.95
4qvqY1.pdb1	4qvqQ1.pdb1	328.9
4qvqY1.pdb1	4qvqJ1.pdb1	799.4
4qvqY1.pdb1	4qvqZ1.pdb1	656.8
4qvqY1.pdb1	4qvqI1.pdb1	993.25
4qvqH1.pdb1	4qvqa1.pdb1	930.2
4qvqH1.pdb1	4qvqA1.pdb1	656.45
4qvqH1.pdb1	4qvqG1.pdb1	649.9
4qvqH1.pdb1	4qvqZ1.pdb1	1468.8
4qvqH1.pdb1	4qvqN1.pdb1	500.3
4qvqH1.pdb1	4qvqB1.pdb1	277.9
4qvqH1.pdb1	4qvqI1.pdb1	1596.65
4qvqQ1.pdb1	4qvqO1.pdb1	92.45
4qvqQ1.pdb1	4qvqP1.pdb1	1518.85
4qvqS1.pdb1	4qvqO1.pdb1	62.4
4qvqS1.pdb1	4qvqa1.pdb1	593.7
4qvqS1.pdb1	4qvqZ1.pdb1	359.25
4qvqS1.pdb1	4qvqP1.pdb1	130.9
4qvqD1.pdb1	4qvqC1.pdb1	1289.7
4qvqD1.pdb1	4qvqA1.pdb1	26.25
4qvqD1.pdb1	4qvqE1.pdb1	1018.75
4qvqD1.pdb1	4qvqK1.pdb1	429.5
4qvqD1.pdb1	4qvqB1.pdb1	121.75
4qvqJ1.pdb1	4qvqC1.pdb1	405.05
4qvqJ1.pdb1	4qvqK1.pdb1	654.1
4qvqJ1.pdb1	4qvqB1.pdb1	548.8
4qvqJ1.pdb1	4qvqI1.pdb1	592.45
4qvqC1.pdb1	4qvqA1.pdb1	86.2
4qvqC1.pdb1	4qvqK1.pdb1	333.3
4qvqC1.pdb1	4qvqB1.pdb1	1564.3
4qvqO1.pdb1	4qvqP1.pdb1	1378.65
4qvqO1.pdb1	4qvqW1.pdb1	518.9
4qvqO1.pdb1	4qvqV1.pdb1	657.1
4qvqa1.pdb1	4qvqG1.pdb1	76.05
4qvqa1.pdb1	4qvqZ1.pdb1	949.1
4qvqa1.pdb1	4qvqN1.pdb1	1366.7
4qvqa1.pdb1	4qvqb1.pdb1	646.3
4qvqA1.pdb1	4qvqG1.pdb1	1409.35
4qvqA1.pdb1	4qvqE1.pdb1	64.5
4qvqA1.pdb1	4qvqB1.pdb1	1360.6
4qvqA1.pdb1	4qvqF1.pdb1	155.0
4qvqA1.pdb1	4qvqI1.pdb1	524.4
4qvqG1.pdb1	4qvqN1.pdb1	463.0
4qvqG1.pdb1	4qvqB1.pdb1	130.95
4qvqG1.pdb1	4qvqF1.pdb1	1392.05
4qvqZ1.pdb1	4qvqI1.pdb1	732.15
4qvqN1.pdb1	4qvqb1.pdb1	642.9
4qvqN1.pdb1	4qvqF1.pdb1	479.45
4qvqP1.pdb1	4qvqW1.pdb1	486.8
4qvqP1.pdb1	4qvqV1.pdb1	285.15
4qvqE1.pdb1	4qvqB1.pdb1	139.3
4qvqE1.pdb1	4qvqF1.pdb1	1337.25
4qvqK1.pdb1	4qvqW1.pdb1	997.8
4qvqK1.pdb1	4qvqV1.pdb1	95.65
4qvqb1.pdb1	4qvqV1.pdb1	496.45
4qvqB1.pdb1	4qvqF1.pdb1	143.4
4qvqB1.pdb1	4qvqI1.pdb1	479.9
4qvqW1.pdb1	4qvqV1.pdb1	1597.85
1qv9A2.pdb1	1qv9B2.pdb1	326.25
1qv9A2.pdb1	1qv9A1.pdb1	2583.4
1qv9A2.pdb1	1qv9C2.pdb1	327.85
1qv9A2.pdb1	1qv9B1.pdb1	1168.65
1qv9B2.pdb1	1qv9A1.pdb1	1168.65
1qv9B2.pdb1	1qv9C1.pdb1	2613.75
1qv9B2.pdb1	1qv9C2.pdb1	327.4
1qv9A1.pdb1	1qv9C1.pdb1	327.85
1qv9A1.pdb1	1qv9B1.pdb1	326.25
1qv9C1.pdb1	1qv9C2.pdb1	1137.7
1qv9C1.pdb1	1qv9B1.pdb1	327.4
1qv9C2.pdb1	1qv9B1.pdb1	2613.75
4qv6T1.pdb1	4qv6U1.pdb1	1367.3
4qv6T1.pdb1	4qv6b1.pdb1	490.15
4qv6T1.pdb1	4qv6O1.pdb1	151.85
4qv6T1.pdb1	4qv6P1.pdb1	141.1
4qv6T1.pdb1	4qv6a1.pdb1	467.85
4qv6T1.pdb1	4qv6S1.pdb1	1339.25
4qv6U1.pdb1	4qv6b1.pdb1	454.9
4qv6U1.pdb1	4qv6V1.pdb1	640.3
4qv6U1.pdb1	4qv6O1.pdb1	1420.45
4qv6U1.pdb1	4qv6P1.pdb1	138.15
4qv6U1.pdb1	4qv6M1.pdb1	69.25
4qv6N1.pdb1	4qv6F1.pdb1	486.05
4qv6N1.pdb1	4qv6b1.pdb1	634.55
4qv6N1.pdb1	4qv6G1.pdb1	459.7
4qv6N1.pdb1	4qv6H1.pdb1	516.6
4qv6N1.pdb1	4qv6a1.pdb1	1355.55
4qv6N1.pdb1	4qv6M1.pdb1	626.15
4qv6E1.pdb1	4qv6L1.pdb1	348.25
4qv6E1.pdb1	4qv6F1.pdb1	1316.1
4qv6E1.pdb1	4qv6B1.pdb1	136.65
4qv6E1.pdb1	4qv6D1.pdb1	1012.4
4qv6E1.pdb1	4qv6A1.pdb1	60.55
4qv6E1.pdb1	4qv6M1.pdb1	577.65
4qv6Y1.pdb1	4qv6X1.pdb1	652.25
4qv6Y1.pdb1	4qv6R1.pdb1	416.45
4qv6Y1.pdb1	4qv6J1.pdb1	771.95
4qv6Y1.pdb1	4qv6I1.pdb1	972.35
4qv6Y1.pdb1	4qv6H1.pdb1	95.55
4qv6Y1.pdb1	4qv6Q1.pdb1	319.5
4qv6Y1.pdb1	4qv6Z1.pdb1	652.15
4qv6L1.pdb1	4qv6V1.pdb1	1465.45
4qv6L1.pdb1	4qv6D1.pdb1	536.4
4qv6L1.pdb1	4qv6M1.pdb1	929.1
4qv6L1.pdb1	4qv6K1.pdb1	661.45
4qv6L1.pdb1	4qv6W1.pdb1	720.55
4qv6X1.pdb1	4qv6J1.pdb1	726.15
4qv6X1.pdb1	4qv6Q1.pdb1	406.65
4qv6X1.pdb1	4qv6P1.pdb1	556.05
4qv6X1.pdb1	4qv6K1.pdb1	762.9
4qv6X1.pdb1	4qv6W1.pdb1	582.65
4qv6R1.pdb1	4qv6O1.pdb1	27.15
4qv6R1.pdb1	4qv6Q1.pdb1	1263.45
4qv6R1.pdb1	4qv6P1.pdb1	113.4
4qv6R1.pdb1	4qv6Z1.pdb1	526.0
4qv6R1.pdb1	4qv6S1.pdb1	1020.85
4qv6F1.pdb1	4qv6B1.pdb1	146.4
4qv6F1.pdb1	4qv6G1.pdb1	1366.5
4qv6F1.pdb1	4qv6A1.pdb1	157.55
4qv6F1.pdb1	4qv6M1.pdb1	453.8
4qv6J1.pdb1	4qv6B1.pdb1	542.45
4qv6J1.pdb1	4qv6I1.pdb1	574.55
4qv6J1.pdb1	4qv6C1.pdb1	405.7
4qv6J1.pdb1	4qv6K1.pdb1	644.4
4qv6b1.pdb1	4qv6V1.pdb1	502.7
4qv6b1.pdb1	4qv6a1.pdb1	631.05
4qv6b1.pdb1	4qv6M1.pdb1	1352.8
4qv6B1.pdb1	4qv6I1.pdb1	477.4
4qv6B1.pdb1	4qv6G1.pdb1	129.35
4qv6B1.pdb1	4qv6D1.pdb1	113.7
4qv6B1.pdb1	4qv6H1.pdb1	276.75
4qv6B1.pdb1	4qv6A1.pdb1	1365.7
4qv6B1.pdb1	4qv6C1.pdb1	1544.85
4qv6I1.pdb1	4qv6H1.pdb1	1634.4
4qv6I1.pdb1	4qv6Z1.pdb1	724.15
4qv6I1.pdb1	4qv6A1.pdb1	528.35
4qv6V1.pdb1	4qv6O1.pdb1	648.85
4qv6V1.pdb1	4qv6P1.pdb1	278.45
4qv6V1.pdb1	4qv6M1.pdb1	929.1
4qv6V1.pdb1	4qv6K1.pdb1	96.3
4qv6V1.pdb1	4qv6W1.pdb1	1637.3
4qv6G1.pdb1	4qv6H1.pdb1	647.95
4qv6G1.pdb1	4qv6a1.pdb1	73.35
4qv6G1.pdb1	4qv6A1.pdb1	1418.2
4qv6O1.pdb1	4qv6Q1.pdb1	92.7
4qv6O1.pdb1	4qv6P1.pdb1	1382.55
4qv6O1.pdb1	4qv6S1.pdb1	59.05
4qv6O1.pdb1	4qv6W1.pdb1	531.35
4qv6D1.pdb1	4qv6A1.pdb1	22.0
4qv6D1.pdb1	4qv6C1.pdb1	1282.35
4qv6D1.pdb1	4qv6K1.pdb1	419.7
4qv6H1.pdb1	4qv6Z1.pdb1	1462.65
4qv6H1.pdb1	4qv6a1.pdb1	938.85
4qv6H1.pdb1	4qv6A1.pdb1	654.55
4qv6Q1.pdb1	4qv6P1.pdb1	1545.65
4qv6P1.pdb1	4qv6S1.pdb1	123.3
4qv6P1.pdb1	4qv6W1.pdb1	476.1
4qv6Z1.pdb1	4qv6a1.pdb1	942.5
4qv6Z1.pdb1	4qv6S1.pdb1	353.2
4qv6a1.pdb1	4qv6S1.pdb1	582.7
4qv6A1.pdb1	4qv6C1.pdb1	85.25
4qv6C1.pdb1	4qv6K1.pdb1	329.4
4qv6K1.pdb1	4qv6W1.pdb1	986.3
4qvtA1.pdb1	4qvtB1.pdb1	2430.2
3qvdA1.pdb1	3qvdB1.pdb1	4185.35
4qvbA1.pdb1	4qvbB1.pdb1	1184.15
3qvgA1.pdb2	3qvgB1.pdb2	972.65
2qvyX1.pdb1	2qvyX2.pdb1	1366.4
1qvtA2.pdb9	1qvtA1.pdb9	893.1
1qvtA2.pdb9	1qvtB1.pdb9	97.7
1qvtA2.pdb9	1qvtB2.pdb9	1516.55
1qvtE3.pdb9	1qvtD3.pdb9	1543.1
1qvtA1.pdb9	1qvtB1.pdb9	1516.55
1qvtA1.pdb9	1qvtB2.pdb9	97.7
1qvtD3.pdb9	1qvtB1.pdb9	214.45
1qvtE4.pdb9	1qvtD4.pdb9	1543.1
1qvtB1.pdb9	1qvtB2.pdb9	164.25
1qvtD4.pdb9	1qvtB2.pdb9	214.45
2qv2A2.pdb1	2qv2A1.pdb1	1279.6
4qvfA1.pdb1	4qvfB1.pdb1	1068.45
4qvyI1.pdb1	4qvyH1.pdb1	1613.85
4qvyI1.pdb1	4qvyA1.pdb1	527.0
4qvyI1.pdb1	4qvyY1.pdb1	969.35
4qvyI1.pdb1	4qvyB1.pdb1	466.9
4qvyI1.pdb1	4qvyJ1.pdb1	565.7
4qvyI1.pdb1	4qvyZ1.pdb1	710.65
4qvyP1.pdb1	4qvyO1.pdb1	1361.35
4qvyP1.pdb1	4qvyV1.pdb1	275.75
4qvyP1.pdb1	4qvyX1.pdb1	548.5
4qvyP1.pdb1	4qvyT1.pdb1	140.7
4qvyP1.pdb1	4qvyU1.pdb1	138.2
4qvyP1.pdb1	4qvyQ1.pdb1	1532.8
4qvyP1.pdb1	4qvyS1.pdb1	126.85
4qvyP1.pdb1	4qvyR1.pdb1	110.6
4qvyP1.pdb1	4qvyW1.pdb1	469.6
4qvyO1.pdb1	4qvyV1.pdb1	644.6
4qvyO1.pdb1	4qvyT1.pdb1	153.1
4qvyO1.pdb1	4qvyU1.pdb1	1411.7
4qvyO1.pdb1	4qvyQ1.pdb1	87.45
4qvyO1.pdb1	4qvyS1.pdb1	58.5
4qvyO1.pdb1	4qvyR1.pdb1	25.0
4qvyO1.pdb1	4qvyW1.pdb1	518.5
4qvyM1.pdb1	4qvyV1.pdb1	919.85
4qvyM1.pdb1	4qvyF1.pdb1	456.55
4qvyM1.pdb1	4qvyL1.pdb1	930.6
4qvyM1.pdb1	4qvyN1.pdb1	636.85
4qvyM1.pdb1	4qvyb1.pdb1	1361.9
4qvyM1.pdb1	4qvyU1.pdb1	69.3
4qvyM1.pdb1	4qvyE1.pdb1	570.05
4qvyV1.pdb1	4qvyK1.pdb1	96.4
4qvyV1.pdb1	4qvyL1.pdb1	1489.9
4qvyV1.pdb1	4qvyb1.pdb1	490.4
4qvyV1.pdb1	4qvyU1.pdb1	639.75
4qvyV1.pdb1	4qvyW1.pdb1	1606.0
4qvyF1.pdb1	4qvyA1.pdb1	152.75
4qvyF1.pdb1	4qvyG1.pdb1	1367.75
4qvyF1.pdb1	4qvyN1.pdb1	472.1
4qvyF1.pdb1	4qvyB1.pdb1	142.4
4qvyF1.pdb1	4qvyE1.pdb1	1320.35
4qvyH1.pdb1	4qvya1.pdb1	911.8
4qvyH1.pdb1	4qvyA1.pdb1	640.8
4qvyH1.pdb1	4qvyY1.pdb1	94.45
4qvyH1.pdb1	4qvyG1.pdb1	647.7
4qvyH1.pdb1	4qvyN1.pdb1	487.5
4qvyH1.pdb1	4qvyB1.pdb1	274.1
4qvyH1.pdb1	4qvyZ1.pdb1	1480.4
4qvya1.pdb1	4qvyG1.pdb1	71.7
4qvya1.pdb1	4qvyN1.pdb1	1361.3
4qvya1.pdb1	4qvyT1.pdb1	455.5
4qvya1.pdb1	4qvyb1.pdb1	636.9
4qvya1.pdb1	4qvyS1.pdb1	583.95
4qvya1.pdb1	4qvyZ1.pdb1	938.75
4qvyA1.pdb1	4qvyD1.pdb1	22.45
4qvyA1.pdb1	4qvyG1.pdb1	1398.05
4qvyA1.pdb1	4qvyB1.pdb1	1358.55
4qvyA1.pdb1	4qvyC1.pdb1	81.5
4qvyA1.pdb1	4qvyE1.pdb1	60.15
4qvyK1.pdb1	4qvyD1.pdb1	417.15
4qvyK1.pdb1	4qvyX1.pdb1	789.25
4qvyK1.pdb1	4qvyL1.pdb1	637.2
4qvyK1.pdb1	4qvyJ1.pdb1	650.15
4qvyK1.pdb1	4qvyC1.pdb1	323.25
4qvyK1.pdb1	4qvyW1.pdb1	984.65
4qvyY1.pdb1	4qvyX1.pdb1	656.8
4qvyY1.pdb1	4qvyJ1.pdb1	769.05
4qvyY1.pdb1	4qvyQ1.pdb1	327.45
4qvyY1.pdb1	4qvyR1.pdb1	418.65
4qvyY1.pdb1	4qvyZ1.pdb1	640.15
4qvyD1.pdb1	4qvyL1.pdb1	519.55
4qvyD1.pdb1	4qvyB1.pdb1	110.85
4qvyD1.pdb1	4qvyC1.pdb1	1270.7
4qvyD1.pdb1	4qvyE1.pdb1	1001.25
4qvyX1.pdb1	4qvyJ1.pdb1	708.8
4qvyX1.pdb1	4qvyQ1.pdb1	407.1
4qvyX1.pdb1	4qvyW1.pdb1	562.8
4qvyL1.pdb1	4qvyE1.pdb1	356.65
4qvyL1.pdb1	4qvyW1.pdb1	710.55
4qvyG1.pdb1	4qvyN1.pdb1	451.05
4qvyG1.pdb1	4qvyB1.pdb1	129.85
4qvyN1.pdb1	4qvyb1.pdb1	636.75
4qvyT1.pdb1	4qvyb1.pdb1	476.25
4qvyT1.pdb1	4qvyU1.pdb1	1364.5
4qvyT1.pdb1	4qvyS1.pdb1	1331.05
4qvyB1.pdb1	4qvyJ1.pdb1	546.65
4qvyB1.pdb1	4qvyC1.pdb1	1553.25
4qvyB1.pdb1	4qvyE1.pdb1	133.5
4qvyb1.pdb1	4qvyU1.pdb1	447.85
4qvyJ1.pdb1	4qvyC1.pdb1	405.35
4qvyQ1.pdb1	4qvyR1.pdb1	1263.2
4qvyS1.pdb1	4qvyR1.pdb1	1015.2
4qvyS1.pdb1	4qvyZ1.pdb1	353.3
4qvyR1.pdb1	4qvyZ1.pdb1	526.05
2qvrA1.pdb1	2qvrA4.pdb1	58.65
2qvrA1.pdb1	2qvrA2.pdb1	2068.2
2qvrA1.pdb1	2qvrA3.pdb1	821.85
2qvrA4.pdb1	2qvrA2.pdb1	821.85
2qvrA4.pdb1	2qvrA3.pdb1	2068.3
2qvrA2.pdb1	2qvrA3.pdb1	58.65
1qvrA1.pdb1	1qvrB1.pdb1	1830.05
1qvrB1.pdb1	1qvrC1.pdb1	2465.7
4qvpF1.pdb1	4qvpE1.pdb1	1324.6
4qvpF1.pdb1	4qvpA1.pdb1	150.8
4qvpF1.pdb1	4qvpG1.pdb1	1375.8
4qvpF1.pdb1	4qvpN1.pdb1	476.05
4qvpF1.pdb1	4qvpB1.pdb1	137.05
4qvpF1.pdb1	4qvpM1.pdb1	455.5
4qvpK1.pdb1	4qvpJ1.pdb1	646.3
4qvpK1.pdb1	4qvpV1.pdb1	91.1
4qvpK1.pdb1	4qvpC1.pdb1	330.95
4qvpK1.pdb1	4qvpX1.pdb1	801.1
4qvpK1.pdb1	4qvpD1.pdb1	424.6
4qvpK1.pdb1	4qvpW1.pdb1	992.05
4qvpK1.pdb1	4qvpL1.pdb1	610.8
4qvpQ1.pdb1	4qvpO1.pdb1	87.4
4qvpQ1.pdb1	4qvpX1.pdb1	399.0
4qvpQ1.pdb1	4qvpR1.pdb1	1273.6
4qvpQ1.pdb1	4qvpP1.pdb1	1525.55
4qvpQ1.pdb1	4qvpY1.pdb1	325.85
4qvpT1.pdb1	4qvpU1.pdb1	1382.15
4qvpT1.pdb1	4qvpO1.pdb1	151.0
4qvpT1.pdb1	4qvpa1.pdb1	455.4
4qvpT1.pdb1	4qvpS1.pdb1	1331.15
4qvpT1.pdb1	4qvpP1.pdb1	137.75
4qvpT1.pdb1	4qvpb1.pdb1	477.85
4qvpE1.pdb1	4qvpA1.pdb1	62.15
4qvpE1.pdb1	4qvpD1.pdb1	1008.15
4qvpE1.pdb1	4qvpB1.pdb1	131.55
4qvpE1.pdb1	4qvpL1.pdb1	360.2
4qvpE1.pdb1	4qvpM1.pdb1	579.3
4qvpU1.pdb1	4qvpO1.pdb1	1413.35
4qvpU1.pdb1	4qvpV1.pdb1	641.7
4qvpU1.pdb1	4qvpP1.pdb1	134.4
4qvpU1.pdb1	4qvpb1.pdb1	456.55
4qvpU1.pdb1	4qvpM1.pdb1	72.5
4qvpO1.pdb1	4qvpV1.pdb1	652.9
4qvpO1.pdb1	4qvpR1.pdb1	27.35
4qvpO1.pdb1	4qvpS1.pdb1	60.45
4qvpO1.pdb1	4qvpP1.pdb1	1353.85
4qvpO1.pdb1	4qvpW1.pdb1	517.65
4qvpJ1.pdb1	4qvpC1.pdb1	402.45
4qvpJ1.pdb1	4qvpX1.pdb1	735.9
4qvpJ1.pdb1	4qvpI1.pdb1	577.35
4qvpJ1.pdb1	4qvpY1.pdb1	786.15
4qvpJ1.pdb1	4qvpB1.pdb1	546.7
4qvpA1.pdb1	4qvpC1.pdb1	82.1
4qvpA1.pdb1	4qvpG1.pdb1	1398.85
4qvpA1.pdb1	4qvpH1.pdb1	653.25
4qvpA1.pdb1	4qvpD1.pdb1	25.35
4qvpA1.pdb1	4qvpI1.pdb1	523.9
4qvpA1.pdb1	4qvpB1.pdb1	1345.1
4qvpa1.pdb1	4qvpG1.pdb1	75.9
4qvpa1.pdb1	4qvpN1.pdb1	1356.0
4qvpa1.pdb1	4qvpS1.pdb1	582.8
4qvpa1.pdb1	4qvpH1.pdb1	923.25
4qvpa1.pdb1	4qvpb1.pdb1	636.1
4qvpa1.pdb1	4qvpZ1.pdb1	931.0
4qvpV1.pdb1	4qvpP1.pdb1	278.8
4qvpV1.pdb1	4qvpW1.pdb1	1600.95
4qvpV1.pdb1	4qvpb1.pdb1	488.7
4qvpV1.pdb1	4qvpL1.pdb1	1483.35
4qvpV1.pdb1	4qvpM1.pdb1	922.75
4qvpC1.pdb1	4qvpD1.pdb1	1272.95
4qvpC1.pdb1	4qvpB1.pdb1	1551.3
4qvpG1.pdb1	4qvpN1.pdb1	459.8
4qvpG1.pdb1	4qvpH1.pdb1	644.3
4qvpG1.pdb1	4qvpB1.pdb1	130.45
4qvpX1.pdb1	4qvpP1.pdb1	550.7
4qvpX1.pdb1	4qvpW1.pdb1	573.55
4qvpX1.pdb1	4qvpY1.pdb1	647.4
4qvpR1.pdb1	4qvpS1.pdb1	1021.75
4qvpR1.pdb1	4qvpP1.pdb1	124.15
4qvpR1.pdb1	4qvpY1.pdb1	425.2
4qvpR1.pdb1	4qvpZ1.pdb1	531.65
4qvpN1.pdb1	4qvpH1.pdb1	485.25
4qvpN1.pdb1	4qvpb1.pdb1	636.75
4qvpN1.pdb1	4qvpM1.pdb1	639.15
4qvpS1.pdb1	4qvpP1.pdb1	127.05
4qvpS1.pdb1	4qvpZ1.pdb1	359.7
4qvpH1.pdb1	4qvpI1.pdb1	1603.65
4qvpH1.pdb1	4qvpY1.pdb1	92.2
4qvpH1.pdb1	4qvpB1.pdb1	276.1
4qvpH1.pdb1	4qvpZ1.pdb1	1479.15
4qvpP1.pdb1	4qvpW1.pdb1	476.35
4qvpD1.pdb1	4qvpB1.pdb1	119.55
4qvpD1.pdb1	4qvpL1.pdb1	525.65
4qvpW1.pdb1	4qvpL1.pdb1	722.8
4qvpI1.pdb1	4qvpY1.pdb1	982.45
4qvpI1.pdb1	4qvpB1.pdb1	475.0
4qvpI1.pdb1	4qvpZ1.pdb1	722.3
4qvpY1.pdb1	4qvpZ1.pdb1	611.85
4qvpb1.pdb1	4qvpM1.pdb1	1359.45
4qvpL1.pdb1	4qvpM1.pdb1	929.1
1qvuA2.pdb3	1qvuA1.pdb3	895.2
1qvuA2.pdb3	1qvuB1.pdb3	84.3
1qvuA2.pdb3	1qvuB2.pdb3	1457.0
1qvuA1.pdb3	1qvuB1.pdb3	1457.0
1qvuA1.pdb3	1qvuB2.pdb3	84.3
1qvuB1.pdb3	1qvuB2.pdb3	152.25
1qvuE1.pdb2	1qvuD1.pdb2	1479.65
6qv7A2.pdb1	6qv7A1.pdb1	948.6
6qv7A2.pdb1	6qv7A3.pdb1	283.35
6qv7A2.pdb1	6qv7A4.pdb1	1024.65
6qv7A1.pdb1	6qv7A3.pdb1	1024.65
