1buvT1.pdb1	1buvM1.pdb1	1362.15
2buqB12.pdb1	2buqB7.pdb1	433.3
2buqB12.pdb1	2buqA9.pdb1	143.5
2buqB12.pdb1	2buqA11.pdb1	25.0
2buqB12.pdb1	2buqA8.pdb1	65.25
2buqB12.pdb1	2buqB9.pdb1	488.15
2buqB12.pdb1	2buqB8.pdb1	431.2
2buqA7.pdb1	2buqA5.pdb1	177.35
2buqA7.pdb1	2buqB7.pdb1	3832.1
2buqA7.pdb1	2buqB5.pdb1	143.7
2buqA7.pdb1	2buqB8.pdb1	65.15
2buqA5.pdb1	2buqB7.pdb1	24.95
2buqA5.pdb1	2buqB5.pdb1	3836.0
2buqA6.pdb1	2buqB5.pdb1	65.15
2buqA6.pdb1	2buqA10.pdb1	176.9
2buqA6.pdb1	2buqB6.pdb1	3832.1
2buqA6.pdb1	2buqA8.pdb1	177.4
2buqA6.pdb1	2buqB8.pdb1	143.7
2buqB7.pdb1	2buqB5.pdb1	485.9
2buqB7.pdb1	2buqB8.pdb1	430.8
2buqB5.pdb1	2buqB6.pdb1	430.8
2buqB5.pdb1	2buqB8.pdb1	1524.0
2buqA10.pdb1	2buqB6.pdb1	142.05
2buqA10.pdb1	2buqB2.pdb1	65.85
2buqA10.pdb1	2buqA8.pdb1	176.2
2buqA10.pdb1	2buqB8.pdb1	25.0
2buqA9.pdb1	2buqA11.pdb1	177.4
2buqA9.pdb1	2buqB9.pdb1	3836.0
2buqB6.pdb1	2buqB2.pdb1	1529.7
2buqB6.pdb1	2buqA8.pdb1	24.9
2buqB6.pdb1	2buqB8.pdb1	485.9
2buqB6.pdb1	2buqA1.pdb1	65.85
2buqA11.pdb1	2buqB9.pdb1	143.7
2buqB2.pdb1	2buqB9.pdb1	430.8
2buqB2.pdb1	2buqA1.pdb1	142.05
2buqA8.pdb1	2buqB8.pdb1	3836.0
5bunC1.pdb1	5bunB1.pdb1	2464.6
5bunC1.pdb1	5bunA1.pdb1	2442.7
5bunB1.pdb1	5bunA1.pdb1	2420.55
5bu5B1.pdb1	5bu5A1.pdb1	3978.3
5bu5B1.pdb1	5bu5C1.pdb1	3983.6
5bu5A1.pdb1	5bu5C1.pdb1	3968.3
5bu3A1.pdb1	5bu3B1.pdb1	1590.95
5buvA1.pdb1	5buvC1.pdb1	1827.15
2burA2.pdb1	2burA3.pdb1	181.15
2burA2.pdb1	2burB3.pdb1	164.65
2burA2.pdb1	2burA1.pdb1	180.95
2burA2.pdb1	2burB2.pdb1	3844.7
2burA2.pdb1	2burB9.pdb1	63.9
2burA2.pdb1	2burB1.pdb1	47.65
2burA8.pdb1	2burA10.pdb1	180.5
2burA8.pdb1	2burB12.pdb1	63.9
2burA8.pdb1	2burB6.pdb1	47.75
2burA8.pdb1	2burB10.pdb1	163.35
2burA8.pdb1	2burA6.pdb1	181.15
2burA8.pdb1	2burB8.pdb1	3844.95
2burB4.pdb1	2burB11.pdb1	425.4
2burB4.pdb1	2burB5.pdb1	502.25
2burB4.pdb1	2burA3.pdb1	63.85
2burB4.pdb1	2burB3.pdb1	424.65
2burB4.pdb1	2burA5.pdb1	163.35
2burB4.pdb1	2burB7.pdb1	502.55
2burB4.pdb1	2burA4.pdb1	3844.95
2burB4.pdb1	2burA7.pdb1	47.65
2burB4.pdb1	2burB1.pdb1	1523.2
2burA10.pdb1	2burB6.pdb1	161.55
2burA10.pdb1	2burB2.pdb1	64.3
2burA10.pdb1	2burB10.pdb1	3844.95
2burA10.pdb1	2burA6.pdb1	180.95
2burA10.pdb1	2burB8.pdb1	47.4
2burA11.pdb1	2burB11.pdb1	3844.7
2burA11.pdb1	2burB3.pdb1	63.9
2burA11.pdb1	2burB12.pdb1	47.7
2burA11.pdb1	2burA9.pdb1	181.15
2burA11.pdb1	2burA12.pdb1	180.95
2burA11.pdb1	2burB9.pdb1	164.65
2burB11.pdb1	2burB3.pdb1	424.25
2burB11.pdb1	2burB12.pdb1	502.6
2burB11.pdb1	2burB7.pdb1	1525.5
2burB11.pdb1	2burA9.pdb1	47.75
2burB11.pdb1	2burA4.pdb1	64.3
2burB11.pdb1	2burA12.pdb1	161.55
2burB11.pdb1	2burB9.pdb1	501.65
2burB5.pdb1	2burA5.pdb1	3845.0
2burB5.pdb1	2burB7.pdb1	501.65
2burB5.pdb1	2burA4.pdb1	47.4
2burB5.pdb1	2burB6.pdb1	424.25
2burB5.pdb1	2burA7.pdb1	164.65
2burB5.pdb1	2burA6.pdb1	63.9
2burB5.pdb1	2burB1.pdb1	424.65
2burB5.pdb1	2burB8.pdb1	1512.6
2burA3.pdb1	2burB3.pdb1	3845.0
2burA3.pdb1	2burA1.pdb1	180.5
2burA3.pdb1	2burB2.pdb1	47.75
2burA3.pdb1	2burB1.pdb1	163.35
2burB3.pdb1	2burA1.pdb1	47.4
2burB3.pdb1	2burB2.pdb1	501.65
2burB3.pdb1	2burB9.pdb1	1512.6
2burB3.pdb1	2burB1.pdb1	502.25
2burA5.pdb1	2burB7.pdb1	47.75
2burA5.pdb1	2burA4.pdb1	180.5
2burA5.pdb1	2burA7.pdb1	181.15
2burA5.pdb1	2burB1.pdb1	63.85
2burB12.pdb1	2burB7.pdb1	425.45
2burB12.pdb1	2burA9.pdb1	163.35
2burB12.pdb1	2burA12.pdb1	3844.95
2burB12.pdb1	2burB9.pdb1	502.3
2burB12.pdb1	2burB10.pdb1	1523.3
2burB12.pdb1	2burB8.pdb1	424.7
2burB7.pdb1	2burA4.pdb1	161.55
2burB7.pdb1	2burA12.pdb1	64.3
2burB7.pdb1	2burA7.pdb1	3844.7
2burB7.pdb1	2burB8.pdb1	424.25
2burA9.pdb1	2burA12.pdb1	180.5
2burA9.pdb1	2burB9.pdb1	3844.95
2burA9.pdb1	2burB10.pdb1	63.9
2burA4.pdb1	2burA7.pdb1	180.95
2burA1.pdb1	2burB6.pdb1	64.3
2burA1.pdb1	2burB2.pdb1	161.55
2burA1.pdb1	2burB1.pdb1	3844.95
2burA12.pdb1	2burB9.pdb1	47.4
2burB6.pdb1	2burB2.pdb1	1525.5
2burB6.pdb1	2burB10.pdb1	502.6
2burB6.pdb1	2burA6.pdb1	3844.7
2burB6.pdb1	2burB1.pdb1	425.4
2burB6.pdb1	2burB8.pdb1	501.65
2burB2.pdb1	2burB9.pdb1	424.25
2burB2.pdb1	2burB10.pdb1	425.45
2burB2.pdb1	2burB1.pdb1	502.55
2burB9.pdb1	2burB10.pdb1	424.7
2burB10.pdb1	2burA6.pdb1	47.7
2burB10.pdb1	2burB8.pdb1	502.3
2burA7.pdb1	2burB8.pdb1	63.9
2burA6.pdb1	2burB8.pdb1	164.65
